WorkerId,HITId,prompt_1,prompt_2,prompt_3,prompt_4,prompt_5,prompt_6,prompt_7,prompt_8,prompt_9,prompt_10
A2YY9CKRJLL113,3OYHVNTV5TW1CV4IYUOR6Z5Q34UKO5,"[0.4439676719371132, 0.7795149903947967, 0.611741331165955, 0.23726778429038997, 2]","[0.31339031135571827, 0.4071651068934917, 0.360277709124605, 0.06630879382914161, 2]","[0.37684787447900675, 0.4566337854967312, 0.416740829987869, 0.056417158723779455, 2]","[6.230441376359939e-78, 0.6590264380720993, 0.32951321903604963, 0.46600206334199773, 2]","[0.30209811317712276, 0.3112425034266634, 0.30667030830189307, 0.006466060355266313, 2]","[6.775881993963454e-78, 0.44327685815183815, 0.22163842907591907, 0.3134440723422321, 2]","[0.38669368628582257, 0.7506238537503395, 0.568658770018081, 0.2573374892925157, 2]","[4.378367629313222e-78, 7.142406752482585e-78, 5.760387190897904e-78, 1.9544708074579754e-78, 2]","[0.3920450633761919, 0.4987798023307295, 0.44541243285346066, 0.0754728577029295, 2]","[0.4110433074789492, 0.6892146754069327, 0.5501289914429409, 0.19669686059381525, 2]"
APF1EAZT104LQ,3OYHVNTV5TW1CV4IYUOR6Z5Q34UKO5,"[0.5983790078367693, 0.7408182206817179, 0.6695986142592436, 0.1007197333095371, 2]","[3.273456484292336e-78, 0.6355653131400284, 0.3177826565700142, 0.44941254280826565, 2]","[0.5757575636202255, 0.5808887714840403, 0.5783231675521329, 0.0036283118761812005, 2]","[0.5580351457700471, 0.9249785207738594, 0.7415068332719532, 0.259468148776674, 2]","[4.101849973713593e-78, 7.841634341998951e-78, 5.971742157856272e-78, 2.6444268869900256e-78, 2]","[0.6004981752197522, 0.7964989497678637, 0.698498562493808, 0.13859347680078532, 2]","[1.6034157163765524e-231, 9.975386110402101e-155, 4.9876930552010506e-155, 7.053663163619427e-155, 2]","[0.4500531895417844, 0.6882751165753284, 0.5691641530585564, 0.16844834003274584, 2]","[0.7032775939580457, 0.9105801434189359, 0.8069288686884908, 0.14658503848105514, 2]","[0.6951439283988788, 0.7998811869844142, 0.7475125576916466, 0.07406042578872102, 2]"
APF1EAZT104LQ,3SBX2M1TKDLJJ5SVSFTFONBULJN4Q8,"[5.971405938334709e-78, 6.147254555356275e-78, 6.059330246845491e-78, 1.2434374955822576e-79, 2]","[0.342347495586902, 0.7074547256010839, 0.5249011105939929, 0.2581697982032646, 2]","[5.705336763108155e-78, 6.206021746903507e-78, 5.955679255005831e-78, 3.5403774727997034e-79, 2]","[0.44932896411722156, 0.7730551756939454, 0.6111920699055835, 0.22890899945373247, 2]","[0.38753858253732953, 0.6371804857892112, 0.5123595341632703, 0.17652348265772153, 2]","[9.047424648113057e-155, 1.133422688662942e-154, 1.0190825767371237e-154, 1.6170133700875052e-155, 2]","[1.491668146240062e-154, 0.7579461971455846, 0.3789730985727923, 0.5359488957761988, 2]","[0.2865047968601901, 0.5574689950645962, 0.42198689596239314, 0.1916006220091113, 2]","[6.237049021538533e-232, 0.8408964152537145, 0.42044820762685725, 0.5946035575013605, 2]","[0.44932896411722156, 0.5969491792019646, 0.5231390716595931, 0.10438325512663844, 2]"
A3IDG9C18BCATK,3SBX2M1TKDLJJ5SVSFTFONBULJN4Q8,"[0.15026417037929501, 0.3033294269365358, 0.1926177825899479, 0.07903571916771733, 3]","[0.2750306373368487, 0.5605563711736212, 0.4503183167198215, 0.143992559921369, 3]","[5.039429037523292e-78, 0.353003111274967, 0.29615165360116247, 0.18953851268284327, 3]","[0.49684137124218175, 0.6517029007318491, 0.6004176964958989, 0.07888844512185762, 3]","[0.4089742418731246, 0.6752988063910875, 0.5311939742859343, 0.1333120645283063, 3]","[1.3872312171333445e-231, 0.5545278579522714, 0.49806587042587613, 0.30516626958748544, 3]","[2.9577718021555686e-78, 0.6324555320336759, 0.539138777874216, 0.34141339517134756, 3]","[0.11049242396268807, 0.8351146294620021, 0.39920397615494657, 0.36479441670127416, 3]","[0.30324923408698096, 0.6525787570376769, 0.4582737658847102, 0.17503244968244241, 3]","[0.4832643859911088, 0.5518474483642343, 0.5463340724169585, 0.0381047221585178, 3]"
A2YY9CKRJLL113,3SBX2M1TKDLJJ5SVSFTFONBULJN4Q8,"[5.333384990808849e-78, 0.39388950604841483, 0.19694475302420741, 0.27852194076505377, 2]","[0.3171937295743679, 0.3955321801065699, 0.35636295484046887, 0.0553936495989669, 2]","[4.714465856409306e-78, 0.3893836266662746, 0.1946918133331373, 0.2753358028987337, 2]","[0.388074202646723, 0.3974817461379407, 0.39277797439233186, 0.006652137796947401, 2]","[0.16307296115151848, 0.21636156946405455, 0.18971726530778651, 0.03768073629778808, 2]","[1.254338396921439e-154, 0.33437015248821106, 0.16718507624410553, 0.23643540225079399, 2]","[1.491668146240062e-154, 0.32774568052975916, 0.16387284026487958, 0.23175119320719254, 2]","[0.13829446068705525, 0.7387945788876367, 0.438544519787346, 0.4246177056829544, 2]","[0.5592819942096786, 0.6529942057256105, 0.6061380999676446, 0.06626454024290351, 2]","[0.223606797749979, 0.36147807745193333, 0.29254243760095616, 0.09748971680811912, 2]"
A3IDG9C18BCATK,356ZPKYPUHFEH050H92X47PRBOZPYM,"[0.3136927412140103, 0.9306048591020996, 0.9166068134248216, 0.3522030392046076, 3]","[0.3237722713145643, 1.0, 0.8948393168143697, 0.3638819132601052, 3]","[5.3745724892571e-78, 1.0, 0.5, 0.5773502691896257, 4]","[0.3124512349209402, 0.5411927503805858, 0.450447886151413, 0.1151812969695826, 3]","[0.37618086383995114, 0.8172460049207133, 0.7776427221042196, 0.24402134548963655, 3]","[0.4093916105916506, 1.0, 0.5061895128377988, 0.3167640817049154, 3]","[0.3668692088550202, 0.38479141757301105, 0.3835342929486893, 0.010004257056384917, 3]","[0.23556366957615357, 0.9300886208450815, 0.349709132933181, 0.3724321962292772, 3]","[0.4386913376508308, 0.861173529963367, 0.4488727788508549, 0.24103484323988586, 3]","[0.3361347000433106, 0.4164853211244318, 0.40145310162592596, 0.04271745060370721, 3]"
APF1EAZT104LQ,356ZPKYPUHFEH050H92X47PRBOZPYM,"[0.6190141936965665, 0.8265168183793801, 0.7227655060379733, 0.14672651302722453, 2]","[0, 0.45499414040480374, 0.22749707020240187, 0.32172944208038085, 2]","[1.0, 1.0, 1.0, 0.0, 2]","[0.7102992180127422, 0.7232241912229858, 0.716761704617864, 0.009139336203617674, 2]","[5.057855045197707e-78, 0.13871978089670037, 0.06935989044835018, 0.09808969775676893, 2]","[0.6296129633243314, 0.6474572691600221, 0.6385351162421767, 0.012617829661983607, 2]","[0.3444187215291248, 0.5491004867761125, 0.4467596041526186, 0.14473186419137798, 2]","[0.8994664168027011, 1.0, 0.9497332084013506, 0.071087978415792, 2]","[4.2825511681391645e-78, 0.7788007830714049, 0.38940039153570244, 0.5506953149031838, 2]","[0.6360188027707555, 1.0, 0.8180094013853778, 0.25737357278519696, 2]"
A3R02JGZB9ORV0,356ZPKYPUHFEH050H92X47PRBOZPYM,"[5.408698473286684e-78, 0.9036020036098449, 0.7598356856515925, 0.36305768466277927, 5]","[4.791505345895558e-78, 0.9306048591020996, 0.3857587082298475, 0.3610834305530696, 5]","[1.133422688662942e-154, 0.45499414040480374, 5.3745724892571e-78, 0.20347956546184495, 5]","[0.36304644395252694, 0.7074106387536346, 0.582893467360675, 0.138097143622943, 5]","[0.7008641991763211, 0.9426151476815119, 0.7979698682205314, 0.11422014277497201, 5]","[0.5798442808829941, 1.0, 0.768430510517511, 0.19052874851261414, 5]","[0.6124460602761084, 0.8028096826991373, 0.6818708198101383, 0.08734935923734319, 5]","[1.0100411857248295e-154, 0.9356643117452578, 0.5777966168512882, 0.35535574240686285, 5]","[0.3189743186285691, 0.7071067811865476, 0.5073659863347826, 0.15803331920526809, 5]","[5.639368026146393e-78, 0.8048293456573857, 0.5917294248240844, 0.3111017436404619, 5]"
A3R301793RRW5E,371Q3BEXDH7BZIVX5C8ADJ3442AZS3,"[0.5397096523962476, 0.7863431447405107, 0.5821244600878283, 0.13186632538212906, 3]","[0.36046414188437276, 0.5550407398653314, 0.5198707241967665, 0.10368818718356869, 3]","[0.3052252328868173, 0.37731862739491384, 0.3676622566303994, 0.039134564777611555, 3]","[0.31425946437658386, 0.5581360507051768, 0.4361977575408803, 0.17244678796557453, 2]","[0.5696618872288747, 0.5811895596784342, 0.5794249145708429, 0.006209104972271219, 3]","[5.697814878906139e-78, 0.4168560736728376, 0.40868553714370187, 0.23834834874455788, 3]","[0.4953556619727484, 0.7364676379282094, 0.6159116499504789, 0.17049191322339424, 2]","[0.4377708756402973, 0.8694417438899829, 0.6252851072720573, 0.17708273777756497, 4]","[0.3610623196579814, 0.776828316301435, 0.48659233048113615, 0.21325105511550868, 3]","[0.2851849304157531, 0.43390905481195974, 0.3336354420779802, 0.07585195522471615, 3]"
APF1EAZT104LQ,371Q3BEXDH7BZIVX5C8ADJ3442AZS3,"[0.35930411196308415, 0.5706745777055999, 0.46498934483434207, 0.14946148966909176, 2]","[0.5662068475521796, 0.6034148992419806, 0.58481087339708, 0.026310065664597797, 2]","[0.4480304273880272, 0.4867643691804454, 0.4673973982842363, 0.02738903290350395, 2]","[0.4252440531514801, 0.607892242116945, 0.5165681476342125, 0.1291517729889222, 2]","[0.8549677754313694, 1.0, 0.9274838877156847, 0.10255326948304892, 2]","[0.5986949200061843, 0.6149084753655015, 0.6068016976858429, 0.011464714941716705, 2]","[0.5450176720923848, 0.6150108296090737, 0.5800142508507293, 0.04949263631670888, 2]","[0.6088262405071142, 0.8891397050194614, 0.7489829727632877, 0.19821155161457532, 2]","[0.5946035575013605, 0.9457416090031758, 0.7701725832522681, 0.24829209734956476, 2]","[0.3400605745694346, 0.9709835434146469, 0.6555220589920407, 0.44612990967679844, 2]"
A2TKHXY755FAM,371Q3BEXDH7BZIVX5C8ADJ3442AZS3,"[5.728204302598142e-78, 0.5947029646029695, 0.2973514823014847, 0.42051849906250305, 2]","[0.30821270975929677, 0.4948954591792826, 0.3497018847482949, 0.08826303273889989, 4]","[0.40723309669632185, 0.5009638274912195, 0.4766206073348402, 0.0486358388014744, 3]","[0.4689203028996893, 0.7201585366033398, 0.5945394197515146, 0.17765225874518192, 2]","[0.372818856514038, 0.7556720457448196, 0.4386913376508308, 0.20469184871372884, 3]","[0.2823919656840293, 0.35850676365487044, 0.2836004997698106, 0.043600212908495216, 3]","[0.3470398528533739, 0.5750676192251253, 0.3694712795621863, 0.12567795220554892, 3]","[4.77360678049548e-78, 0.5720187460492788, 0.2860093730246394, 0.4044783342972707, 2]","[0.3598105144545827, 0.6081479276591191, 0.3986357128268013, 0.13358782067096414, 3]","[0.32233705468686685, 0.5400716716079873, 0.43120436314742705, 0.15396162412397946, 2]"
APF1EAZT104LQ,3NRZ1LDP7W4EMQF5DV4GIEYTHI3PZD,"[7.803659209895733e-78, 0.3638074228571147, 0.18190371142855735, 0.2572506957482676, 2]","[0.32808084199665444, 0.4366835442847812, 0.3823821931407178, 0.0767937072431182, 2]","[0.10740023553651182, 0.52088459331994, 0.3141424144282259, 0.29237759330322666, 2]","[0.44932896411722156, 0.7476743906106103, 0.5985016773639159, 0.2109620742094678, 2]","[0.6320598870573935, 0.7348889200874658, 0.6834744035724296, 0.0727111065584196, 2]","[0.6065306597126334, 0.846481724890614, 0.7265061923016237, 0.16967102534028533, 2]","[8.17527103954383e-155, 1.0, 0.5, 0.7071067811865476, 2]","[0.6042750794713536, 0.6147881529512643, 0.6095316162113089, 0.007433865548757315, 2]","[4.1696290531635676e-155, 1.0, 0.5, 0.7071067811865476, 2]","[6.10669334877734e-78, 0.4874812669237438, 0.2437406334618719, 0.34470130954318867, 2]"
AUMFIVVEEU78M,3NRZ1LDP7W4EMQF5DV4GIEYTHI3PZD,"[1.075474657473867e-154, 0.94149097734812, 0.38810943505154594, 0.339157046194886, 5]","[0.38148326205790195, 0.5895235129457249, 0.48092362185572474, 0.10197428947283946, 5]","[1.065291759831235e-154, 0.7046606871094899, 0.6020679825866262, 0.2856333543324228, 5]","[4.797597231912944e-78, 0.7530360902481635, 0.3415251045651831, 0.2674244285082617, 5]","[0.37188487680288523, 0.7241577342575828, 0.41782090922881526, 0.17577675992161695, 5]","[5.133596749159351e-78, 0.9036020036098449, 0.7920365952156737, 0.37721862865333267, 5]","[0.3797830484661661, 0.5003075797740868, 0.4080267694468104, 0.05393480115975234, 5]","[0.22848179297005913, 0.7181651804404247, 0.6627733482809953, 0.2088712821485869, 5]","[6.172014868448491e-78, 0.7190507749975781, 0.38708652672323934, 0.26474427697651576, 5]","[0.5773725196592597, 0.723888207144175, 0.6213879154468204, 0.06441584150568663, 5]"
A3BAQWRXME72J1,3NRZ1LDP7W4EMQF5DV4GIEYTHI3PZD,"[0.36334511472825654, 0.5240904729263961, 0.44371779382732635, 0.11366413282616508, 2]","[0.2175013373801684, 0.6854717309264947, 0.46016207958741095, 0.20975750953211256, 4]","[0.5652014100236957, 0.6277074876300557, 0.5964544488268757, 0.04419847134082973, 2]","[0.3124512349209402, 0.7890230278801613, 0.535802786369768, 0.23844184479293445, 3]","[6.732022848272321e-78, 0.650114879538789, 0.5045643470186233, 0.2886001048468329, 4]","[9.587020784581624e-155, 0.8091067115702212, 0.4043057262435027, 0.40455338104769833, 3]","[1.1039579450411396e-154, 1.1231644147255971e-154, 1.1135611798833684e-154, 1.3581024956526777e-156, 2]","[0.30241913611358623, 0.39575661538721085, 0.34908787575039857, 0.0659995645332388, 2]","[9.598271209177757e-155, 0.5757575636202255, 0.2878787818101127, 0.4071220775553065, 2]","[4.791272106451379e-78, 0.42146664568499315, 0.21073332284249657, 0.29802192320780657, 2]"
A35RQ59OLMDZFH,3YO4AH2FPDI2KHAU9E6DCKLH476Q0D,"[0.25875471346070855, 0.31451071743139164, 0.3010573024238898, 0.029095347242960708, 3]","[0.2849310737053598, 0.4715305142596615, 0.286122396488242, 0.10739098394860093, 3]","[0.2245461779649325, 0.37693318243568263, 0.284955776032203, 0.07673652103022008, 3]","[0.43992070704723596, 0.6070908003717135, 0.5157839615219013, 0.0837038552500699, 3]","[0.30409942177693916, 0.6953802170514382, 0.34563804662365794, 0.21492080087028, 3]","[8.632725217812313e-155, 0.30474856970276787, 0.1838908187931421, 0.1534568994469501, 3]","[0.31823566221963034, 0.4166760762362751, 0.36668330020932227, 0.04922222803000988, 3]","[0.22005181523567813, 0.7560313170397414, 0.6877318838201358, 0.29173717780547337, 3]","[0.19251614434393563, 0.9076755913014805, 0.36136257778554776, 0.37381369276584686, 3]","[6.898804976972959e-155, 0.5833339726857679, 0.2478173627113078, 0.29276366023333056, 3]"
A32V4AOAMSDK2I,3YO4AH2FPDI2KHAU9E6DCKLH476Q0D,"[0.2651515723933966, 0.27267302554490347, 0.26891229896915003, 0.00531847052780744, 2]","[1.2328888103082371e-154, 0.36755921187675705, 0.18377960593837853, 0.25990361120563793, 2]","[1.1261317156204004e-154, 0.5475120973097347, 0.27375604865486736, 0.3871495167893823, 2]","[0.47752655359068136, 0.8408964152537145, 0.6592114844221979, 0.2569412932607484, 2]","[0.216488766343441, 0.23693787810391284, 0.2267133222236769, 0.01445970559507122, 2]","[0.4063798282013443, 0.4505546423412898, 0.428467235271317, 0.03123631063601085, 2]","[0.414714218587575, 0.47019022123252513, 0.44245221991005007, 0.03922745766336708, 2]","[0.25841450487427714, 0.3303164318013807, 0.29436546833782895, 0.05084234011053455, 2]","[0.6382545989426385, 0.9210500207490827, 0.7796523098458605, 0.19996656044784678, 2]","[3.91722173652525e-78, 0.6126355840680241, 0.30631779203401205, 0.43319877589068106, 2]"
APF1EAZT104LQ,3YO4AH2FPDI2KHAU9E6DCKLH476Q0D,"[0.25164268751713875, 0.5756446367610886, 0.41364366213911363, 0.2291039754280565, 2]","[4.482229907656296e-155, 0.8694417438899827, 0.43472087194499137, 0.6147881529512643, 2]","[0.5700989414328735, 0.6356563527098296, 0.6028776470713515, 0.046356090070971044, 2]","[0.427287006396234, 0.5488116360940264, 0.48804932124513023, 0.08593088974049308, 2]","[0.570282226440554, 0.6616975066206078, 0.615989866530581, 0.0646403645193842, 2]","[1.2294877053301477e-154, 7.206470625226315e-78, 3.6032353126131577e-78, 5.095744247519187e-78, 2]","[0.7516501147964686, 0.9671682101338347, 0.8594091624651516, 0.15239430668146042, 2]","[5.93983792901393e-78, 0.5560758277365805, 0.27803791386829024, 0.3932049886464585, 2]","[0.5081327481546147, 0.5952238834431677, 0.5516783157988912, 0.06158273234377081, 2]","[0.5735061827197733, 0.8203712856696211, 0.6969387341946972, 0.1745599883341526, 2]"
A35RQ59OLMDZFH,3EAWOID6MTVUPP6BVD0NI7KPLZLV0C,"[0.423517927650153, 1.0, 0.46083792494442877, 0.32259884922223153, 3]","[5.929187618737054e-155, 6.855431929213194e-78, 5.941182544364117e-78, 3.7222405640337453e-78, 3]","[5.76275772646529e-78, 0.6494715191471238, 0.5936840776302412, 0.35995052364779767, 3]","[0.543650294904803, 0.7980790695469367, 0.6081027676003175, 0.13227441041497584, 3]","[0.22351937337715, 0.3734371356895204, 0.28235940062226395, 0.07553436093145015, 3]","[0.37111824908923413, 0.41262782974457124, 0.3948722158463949, 0.020826897863833637, 3]","[0.2466045289287826, 0.34327812576330713, 0.2965249474368242, 0.048345444791572885, 3]","[0.27771864776302796, 0.49182058689264907, 0.4711734303541771, 0.11810355506897109, 3]","[0.20251299853063767, 0.6481388934544839, 0.3902290627497452, 0.22373244428957922, 3]","[8.272538476266003e-155, 0.27602580646531577, 0.2533654946448647, 0.15324153562446496, 3]"
