WorkerID,AssignmentID,Prompt1.0,Prompt2.0,Prompt3.0,Prompt4.0,Prompt5.0,Prompt6.0,Prompt7.0,Prompt8.0,Prompt9.0,Prompt10.0,Median,Size
A20LVVW1NDHJZR,"['3DH6GAKTYYP59FCTT425C6NLHAFZYP', '34T446B1C0EV4R5YTI7O9GSGWFF0CR', '3PXX5PX6LXY8VZBA7K8MN2YBNGCBA7', '33CID57104TKONY1PII6EXGAT0E3L6', '3018Q3ZVOIQVB6SZ3HUCNH3F52XAR1']",2,2,2,2,2,2,2,2,2,2,2.0,5
A1GL5A1AU6N6J5,['33TIN5LC04AQ3OUGP686ZILS27X9YQ'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2701HD66WZ6P3,"['3EICBYG644W26X6KFQHURL7CVOVCJK', '3JJVG1YBEBXBPTZTCOH5FRIPV2X5BH', '388U7OUMF71ZATUHBFXJYBR2WGPR0V', '37ZHEEHM6WML929ZLOHWVSY9YGE372']",3.0,2.5,3.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4
A2CV8U1O163OY8,"['3CTOC39K37QWUGBOO99JBZFYUD47JM', '3YOH7BII097TGQI2OSCBISVEVKAKVP']",2.0,2.0,2.5,2.5,2.5,3.0,2.5,3.0,3.5,2.5,2.0,2
A2CK8S4CH1HPBE,"['3WJ1OXY92AGPT1D348OCW08AFA9A8P', '31LM9EDVOLSLX13B4GQ87W1OUTRJNT', '33M4IA01QG177J0SERMQ7PED6N8XRU', '386PBUZZXFXV910QS3ATU4XZPYULJW', '3IQ1VMJRYTKP76WD90UQWW3LZGLA98', '3NAPMVF0ZWFWOKDGHO3RCITHS2K721', '3WT783CTPBHWOE88RY4DTXOZNJMBCY', '38JBBYETQOAR0D7D8A0LB7IWY3Q4EM', '34FNN24DCM9721S4MGVPN2GQGBA5YR', '3WQ3B2KGE8GC1BYAB1FTC158JNAB1P', '3E4GGUZ1T8RKJZK00IS0GNY3YMVK2V', '37Q970SNZE8BIXFCMN1O2QF8NAAS1J', '3PB5A5BD0V6M3ELNG3OGEMNI2LLG7P']",3,3,3,3,3,3,3,3,3,3,3.0,13
A3GNQDFPZALU92,"['3OLF68YTN91Y8GNQCMUI6SPW2FEFA5', '3FQ5JJ512LOG8L9TM1QK8B119H9KN9', '3P1L2B7AD1P9ACRN8G2Y20ELOS4OLI', '39N5ACM9HENWUA2FYJCNMRSGY229P4', '3KXIR214I4GZ5XVXFQ5K969711D42Z', '3G5W44VEU7IAYTS7ZXDPIRS4864KGK', '3ZR9AIQJUB9S9NSJ0316QIGS43Q048', '39JEC7537U1BXS6EWFVDU9I6QCMVCA', '3DH6GAKTYYP59FCTT425C6NLHAXZY7', '3KWTYT08703N22L5316ZTUEU7XW5LR', '3PIWWX1FJJ6PEBCQPIYGEPK7L9LJJO', '39GAF6DQWR0RAPWGGI6TDDZFMFYV1N', '3Q5ZZ9ZEVOFSNV1M9CXVOPSONWP58V', '3IUZPWIU1O76VFI7E2H74UES2TNWKM', '3DPNQGW4LLFNNYEY2SHNZJQJH5I46H', '3ZWFC4W1UU7Q7X97EXG41IE62IGFRP', '32VNZTT0A74G9HCIUGKLAEHFDSJ4R2', '3LQ8PUHQFLSXSUXUJ0AVQBPSV2PHI2', '3OCHAWUVGOKLKFNXO7DT6DSZBVVKX5', '3VBEN272MKZ8MC5F46MR9DJEP0KGS0', '3ZGVPD4G6TH9STDZJYF64PV629UZTZ', '32Q90QCQ1SLCEFWGT2N1IO7SVQRKE5', '337RC3OW05240W0K9SOCXS8TKL2VLS', '39GXDJN2OTE9LPG1F3F8SNMN0L0V83', '37M28K1J0QDEDI9MVCL3LQHOVLZAJ5', '386CSBG1OZMUC31W0PO02MRODXP6QQ', '3VD82FOHKQOG78XHV39ZZHOYUJOOC0', '3EJPLAJKEMG3QV2NNL7DTF3SI05Z68', '3B2X28YI3WF78XZ7H7RA7XWPRYUB6R', '38YMOXR4MUZZW0XICYN6UB9A1ZB6W1', '34Q075JO1XDBHOV0DLI4SK9PSJF01U', '3OE22WJIGIOFEERXW7M3IS54GJ5UQE']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,32
A3EH1JUWKKJDLE,"['3R08VXYT7CVI00BNV8SY0P96WA37W9', '39ASUFLU6X7IYFVNSL2Q8IFURYCEXS', '3LJ7UR74RHDVUJKQ19341UC5CVLN4O', '3A4TN5196KI6FRBURQE9F8RXIWZHCS', '3K4J6M3CXET4MGJLN600ODP83TMGAB', '3RRCEFRB7MCTTAVTYJYVAZCBV6T4B2']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6
AJKA9BKC011F2,"['3NG53N1RLVJWG5J5TR69MVX5EX68P2', '3VP0C6EFSGW3RO348WHJLD7J3X4M6X', '30OG32W0SUBDMLHJQFFHAGOWPLVEN3', '3T3IWE1XG6N0E1C8W2WTDWJ2X5STQG']",3.5,3.5,4.0,4.5,3.5,3.5,2.5,4.5,2.0,3.0,4.0,4
A3HL2LL0LEPZT8,['3MTMREQS4VI0J29L2B4IAGBWXHFAW7'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3T7NH4Q0SQQJ6,"['3NPI0JQDAO5FEPBTWPH4DRTSSAKPT1', '33PPO7FECVFGGESSX4R5ZQAU3A0DIT', '3OVR4I9USPJGXGXIH1VL5O7AH7PQ4X', '3ITXP059PWJIDEVGCC7U6QBUHS6JSC', '32EYX73OY09FQF6X9MB3NIF9C6LURV']",5,5,4,5,3,5,4,5,2,2,4.0,5
AGUF6B4Q9991D,"['3137ONMDKG57CT0X3B2MKWFZO9DEGZ', '3Y4W8Q93LZKL2KCSWBQOEF0OBCUDVO', '34FNN24DCM9721S4MGVPN2GQGC5Y5H', '35GCEFQ6I5O4TCF54J9FMCR88ABZ3C', '3RANCT1ZVFHSA8P8DPPDN3A5UKABUR', '3X87C8JFV6BZZ1ZT72R33RNGVNPQS1', '3TPWUS5F891OCH6JMP09GB1KXLOCW1', '30IQTZXKAK6J7PGTKE3BNTDQXYY0XQ', '3HWRJOOET52A2Y9OYBW39AY2CK6ESI', '33PPO7FECVFGGESSX4R5ZQAU3AZDIS', '3R9WASFE2ZGZ9OVYOEAHNLG5B0IFZ3', '3RKNTXVS3MYOA0Q1S5YZFOS5DP84A9']",2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12
AI5X8XJUCAU3V,"['3X65QVEQI0N81NUKIBT770K4ZDGCL2', '3IXEICO792J74JTOHTIV7R2BX4T6T9', '3XM0HYN6NKZDP6TW6US9E5TRPZXEPY']",2,2,2,2,2,2,2,2,2,2,2.0,3
A13OHDWN9XSCIG,"['3JBT3HLQF82B01KS2H6MZFU9D53PZC', '3X65QVEQI0N81NUKIBT770K4ZDKLCF', '3IO1LGZLK9XO6Z10EV70GV6OJR986N']",3,3,3,3,3,3,3,3,3,3,3.0,3
A263D0NONXWQID,['3QECW5O0KH1BLFTACA8QFLOB19N5TX'],4,4,5,3,4,2,5,5,3,3,4.0,1
A36F0LE7SWPASH,"['36W0OB37HWEJNKM4J4YHQ6SIRE2HZ8', '3LOTDFNYA7ZVFTQTDRQAOHMNUXMWF0']",3.0,2.5,2.0,2.5,2.5,2.5,3.0,2.5,2.5,3.0,3.0,2
A1ZKIH8L6648NG,"['3EA3QWIZ4IVNX3OPJURK4USG6WNITG', '3VW04L3ZLT6R4FM4NQSIW70174TXXQ', '3PW9OPU9PQKIDYYES8MIB824PHZ21G', '3VD82FOHKQOG78XHV39ZZHOYUI2OCC', '3TAYZSBPLL8I7IX85R1279PDFHC2S0', '3VELCLL3GKJ2ESAQG31PVRWTYK71F0', '3CCZ6YKWR7JS10KWE439OLNZ72V598']",2,2,2,2,2,2,2,2,2,2,2.0,7
A2S2XDI50LCWN7,"['3R8YZBNQ9HIDG3F1JZTS80RK89LQ7N', '3LWJHTCVCCMQVWU71IR4WS416X4FQG', '3HL8HNGX451K3XDLKGGIAXECWX09FO']",2,2,2,2,2,2,2,2,2,2,2.0,3
A3A5XALUBPQBCD,['379J5II41OGNYLEYE2Z2XOK7KPFELJ'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2UNRV6PEOEXG0,"['3WS1NTTKEYC273P8KKXPHMDJTSL0FG', '3YMTUJH0DSGTPWPAY5PGATIX1D64T5']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
A68CSKRK4XJBX,['3TDXMTX3CBUHV5DDNHJRTK02MNE6IT'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3OP9SCMH0KPJL,"['37QW5D2ZRGMTTXZXL8A3H02G1G8S8V', '3NAPMVF0ZWFWOKDGHO3RCITHS2227E']",3.5,2.5,3.5,3.5,4.0,3.0,3.5,3.0,3.5,2.5,3.0,2
A1OF6YSZFJCQUK,"['3GM6G9ZBKNX9TMEG49PCWNZXN4CTMA', '3LYA37P8IQNE7CKWJBLBHG17SSCBKS']",2.5,3.5,3.0,3.0,5.0,3.0,3.0,3.5,3.5,3.0,3.0,2
A10UOV89EVLDAM,['3P4RDNWND56TJ0SK70DG2O578TZJID'],4,2,3,3,3,2,2,3,2,2,2.5,1
A9RH51DCV2FES,['3STRJBFXOWRE3YEDJXCWHA7TYZITK6'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3PJULJUIY8GQL,['3R5F3LQFV2KTF18RNHT7AFPJ30NZOL'],3,3,5,4,4,3,2,4,2,2,3.0,1
A2A6I59NU5UO3G,"['37UEWGM5HT8ZHIFZ7Y1JCGAC19F1RU', '3IXEICO792J74JTOHTIV7R2BX5ST6X']",2.5,2.0,2.0,3.0,3.0,2.5,3.0,2.5,3.0,3.0,3.0,2
AE9M4Z1NCYSDM,['33PPUNGG385WCE07F9AB4AUOEOTRZA'],3,5,3,4,5,3,5,4,5,4,4.0,1
ARQ3Y4VCYDMCK,['3DR23U6WE5EBHYM3NB1TJFUOE2LTEL'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2EFJYL68M1V2Y,['3Z4AIRP3C6DJEE1BGX7B1YW02PIX12'],3,4,4,5,5,2,3,3,4,4,4.0,1
AGX9AFXO4PDPY,['3A9AA95ATWMDTN03VTZ6ABNEC6SP52'],2,2,2,2,2,2,2,2,2,2,2.0,1
A34T363P0MTTP7,"['3ZPPDN2SLVWSXJDPP5WCSFTCKVG9EZ', '39GXDJN2OTE9LPG1F3F8SNMN0K3V84']",3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,2.5,2.5,3.0,2
A3OLRWACCCCUTU,"['3X0H8UUIT1O4JYVFJBQ9VG52JNFSWE', '35L9RVQFCOI21LSUDHZ99ED3PWZUH8']",4.5,2.5,3.0,2.5,4.0,2.5,3.5,2.5,2.0,3.0,3.0,2
AG33CKY4XVPVZ,['3IFS6Q0HJIJMI3BAUUMUUPWU4C9ISP'],2,2,2,2,2,2,2,2,2,2,2.0,1
A34QZDSTKZ3JO9,['3ZPBJO59KP1GKJH8RM9KZE9F3WPDH2'],2,3,2,2,2,2,2,2,2,2,2.0,1
A1QMT0P1T2DZX5,['35DR22AR5DKFOHFQ31LUPRBX09I3XM'],2,2,2,2,2,2,2,2,3,2,2.0,1
A2WVY1WO8EBV8V,"['3IAEQB9FMEKYH9CXMLVK0HJ2IK4WDN', '3TMSXRD2X604PEWL6SBPZFITTN3W1Z', '3HMVI3QICJS8EJRLLTTDKC394VH1YH', '3WYP994K17R3L5SIRZ5UF8UQC6J6Y6', '3YMTUJH0DSGTPWPAY5PGATIX1DBT4Z', '3S0TNUHWKTINR8GFOIFEM1GG0D2D8Q', '3VHP9MDGRNKM1VKOW0Q9CNFK2HGCFJ', '3CFJTT4SXTQ0Z5RI6ROJZY0YHYG7IB', '3VAR3R6G1P1EV574ERTUXVSF4RK8OT']",2,2,2,2,2,2,2,2,2,2,2.0,9
A3L3PNRQMM5CJ9,['3ZPBJO59KP1GKJH8RM9KZE9F3WSHD9'],3,3,2,3,3,2,2,2,3,2,2.5,1
A12H7O7C7ZFU7X,"['3WOKGM4L71GWDG21JNGF4GMXLT5O0J', '3VFJCI1K4ZZWLX52PHMMJ3EI3XDRGX']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
AW8JVJQNLTXND,"['39O5D9O87TSRLJ4VC5P7BEQNZSU3CM', '3VHP9MDGRNKM1VKOW0Q9CNFK2ISCFX', '3HPZF4IVNMTS1M1J1QIX18M08TUCY6', '3Z9WI9EOZZOOYPNIJ3V73R45N6KHKJ', '3E13VNJ1NNVMOJCGHB7AYO9LED01IU', '3FPRZHYEPY7NKSAV3MKC16ECKZF3VQ']",3.0,4.0,4.0,4.5,5.0,4.5,4.5,4.5,4.5,4.0,4.0,6
A3JUPCWYN6N6H4,['3A4TN5196KI6FRBURQE9F8RXIXECH4'],3,5,3,3,5,3,3,5,3,4,3.0,1
AGQ9OEI9LOVZY,['3NQL1CS15R8O0V7JS7D2R0APTZ3YVI'],4,5,5,4,5,5,5,5,4,5,5.0,1
A2RXT3RD9SGVLJ,"['3QIYRE09Y3HE2KN7ERK23W520CON1Q', '3TK8OJTYM1LURHFI1KHJE9HDPUIVP3', '3HVVDCPGTES9N33UNCDNQIM4WE6YTL', '354P56DE9K3PTJUEB3IX306LQWKS7Q', '3NL0RFNU0FNUMDZN4WBO92V1I1SK4U']",4,4,4,4,4,4,5,4,4,4,4.0,5
A3VRYXWXZS7NXE,['3GDTJDAPVUBQV2MS1BEH5R3A9RR8M0'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2CMYWI1J292YJ,"['3TMFV4NEP8EM0EG65DK4EP517TGW8Q', '3CCZ6YKWR7JS10KWE439OLNZ73J952']",2.5,3.0,3.0,3.0,3.0,3.0,2.0,2.5,2.0,2.0,2.0,2
A3CWEIEY3TGJFX,['3NJM2BJS4W6YS89IA3MEOHTO4NHPCD'],3,2,2,2,2,2,2,2,2,2,2.0,1
A3NAAL2OUDVZCY,['39U1BHVTDLR87066YRKX0OQRNDW3T5'],2,2,2,2,2,2,2,2,2,2,2.0,1
AAWEZ0V7TKCK9,"['37Z929RLG98CRHRLO6LY8WY3FT0STR', '32UTUBMZ7GWSNNE8IFZIJPCO8QTBVO', '3PZDLQMM0TL2018C85B2S4LVTD5C2T', '35H6S234SA05JHIYGX0X4BWXH1G65R']",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4
A3K9UPYV2PGE57,['37WLF8U1WPQ81031NK4360FFEREK6T'],5,5,5,5,5,5,5,5,5,5,5.0,1
AKOZENYQNDD46,['3TYCR1GOTCJL9G5UAPDFIYLP8VAZLW'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3OHXCAWZXBFQA,"['35BLDD71I6XO5LHOOTFL57JRZT7VZ6', '3PIWWX1FJJ6PEBCQPIYGEPK7L8OJJP', '3CPLWGV3MOZWRPQ2I4ZVI2NLYNH9NO', '3OJSZ2ATDSWONHW3Z75PAPWTCCY57N', '3WSELTNVR328RL5R76Z7NW4XTNOTAR']",5,5,4,5,5,5,2,5,5,5,5.0,5
AXTFSJDN2YLO5,"['33F859I566DN5MJODQIE4OLF0BMHB8', '3SUWZRL0MYD5F0BRRYT0852AUUUE6F', '3I0BTBYZAXL87U63PAPD67KZZ3F0YH', '32VNZTT0A74G9HCIUGKLAEHFDSYR44']",2.5,3.5,2.5,2.5,2.0,3.0,2.5,2.0,3.0,2.0,2.0,4
A1CYOYL2RA56QW,['3ZQIG0FLQEGKBQCJD6VE63P9ISZVWE'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1ZQ4Q7DXAE35B,"['31JLPPHS2UUSU81Y2AYY6EK4O5E3OI', '3ZWFC4W1UU7Q7X97EXG41IE62I0RFL', '3PMBY0YE273D0LTBTEQH2RT9ZJ39C6']",4,2,4,3,2,3,2,3,2,2,2.5,3
A2ECRNQ3X5LEXD,"['3SKEMFQBZ35V5EMPGZ11QEB6KNOK81', '3BDCF01OGXUL4QVPE3BW4RCN215LYQ', '39RP059MEHT9X0KZ4NYRWTTBHXOBME', '3I33IC7ZWF2E7MBEORFBM9V7TAK2AH', '3RSDURM96AM7YKLXXHOSRWM3T56YEK']",2,2,2,2,2,2,2,2,2,2,2.0,5
A3QYTYZ55E3S0V,['3TPWUS5F891OCH6JMP09GB1KXLMCWZ'],2,3,2,2,2,2,2,2,2,2,2.0,1
A3FNJ13E1C5Y4W,['3FE7TXL1LIN6U2IVDNCXC9ACXSUQ20'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1OE73CB8R10E3,"['31UV0MXWNQCLC1DZIY9M1EM2QSA5IJ', '34S6N1K2ZVJZIV504378IRHKC52LH1', '31QNSG6A5RT7AZF5X5CSM96KE2178T']",3,4,2,3,3,3,4,4,3,2,3.0,3
A21IRVVFQ1SJ4I,"['3AUQQEL7U5TR30BYKZ2TZ8G5HNL0VI', '37Q970SNZE8BIXFCMN1O2QF8NBXS18', '3X4JMASXCM9CUMDSFIBTYWMYEV3B0L', '3ZAZR5XV01IS6CBOXCKGFFV2ENSCZR', '3TXD01ZLD4H8P94ZYAFQFP4ZKSS4UD', '3KAKFY4PGU2IYMQV4FLTMHOICX83II', '3OCHAWUVGOKLKFNXO7DT6DSZBW2XKR', '3DL65MZB8DFUVHKS1P63U5UKQHDCEF', '3TAYZSBPLL8I7IX85R1279PDFH9S2N']",2,2,2,2,2,2,2,2,2,2,2.0,9
A3BWB2PMOZY5MP,"['3TUI152ZZBNZ5H0ZUJCJ7Q075MMQ1P', '3HWRJOOET52A2Y9OYBW39AY2CJ4ESE', '3T111IHZ5EQH6NIUBBGCRMSVZKG9RM', '3WMINLGALB3R543GLK4HYM4T51RACS', '3FQ5JJ512LOG8L9TM1QK8B119HYNK1', '3DR23U6WE5EBHYM3NB1TJFUOE2ITEI', '3ZR9AIQJUB9S9NSJ0316QIGS42Y40I']",2,2,2,2,2,2,2,2,2,2,2.0,7
A1AQHN3E11IE,"['3I3WADAZ9Q4V8NO2GTMRLBIO228O5Y', '36TFCYNS44AUIPMPIMAWTLC7JEDXH0', '34YB12FSQYO5OHSAK9Q5X4K8XAPGM9', '3VJ40NV2QINXTPZSHP4PORO2I4GOT9', '3ON104KXQKWLHDT4TAURXDPW5884WH']",2,2,2,2,2,2,2,2,2,2,2.0,5
AJ7MWBQFNH3E4,"['3ZPPDN2SLVWSXJDPP5WCSFTCKWDE93', '3KGTPGBS6XLYMVPCUWW2MA710E12UK', '3IKZ72A5B4G5SZHFLQZNSY9W1MDNFX', '3PM8NZGV8YG7VILS1CXQ2Z48A2ZXQO']",2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,2.5,2.0,2.0,4
A1OWHPMKE7YAGL,['33LKR6A5KEKCXXSRBN6ECVBUPTFT10'],3,2,3,2,2,2,3,3,2,2,2.0,1
A2M87DG19BOPOD,['35L9RVQFCOI21LSUDHZ99ED3PWJHUF'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3PY7JBKPYVH1L,['3FFJ6VRIL1OMHURYLS3AKJQB9KEI0Q'],3,3,3,3,3,3,2,2,3,3,3.0,1
A36EOEBVBUTO85,"['3DZQRBDBSLF7S0TR9RF7QJU5LU33S1', '3IX2EGZR7BJ6CZV3XN7PGG6YVP5JR4', '3WSELTNVR328RL5R76Z7NW4XTOGTAL']",3,2,3,2,3,2,2,2,3,3,2.0,3
A2F5VWJWAHXZC7,['3PXX5PX6LXY8VZBA7K8MN2YBNGLBAG'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1N34IJ4VY3Y80,"['3R3YRB5GRF3NRYKG7BPHSSQZC1XUAL', '3TPZPLC3M0CAF8DZHABDVEPUYAC3P1']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A1POO4OIUNLJAM,['3UN61F00HWPY50GI8L3VF6NTDON5RH'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2U14TBAOQV0KK,"['33JKGHPFYCUBY99W7D30NOT5YMONM1', '3TXD01ZLD4H8P94ZYAFQFP4ZKRZ4UI', '30OG32W0SUBDMLHJQFFHAGOWPKZEN5']",3,3,2,3,3,2,2,3,3,3,3.0,3
ABX075FF0MKPY,['3KOPY89HM82ETXA1MX6TYI3IPBPJ30'],5,5,5,5,5,5,5,5,5,5,5.0,1
A1HNR6OIRFCEHS,"['39LOEL67OS5P9GEIVT929SU491683I', '3FIJLY1B6U45VKTS15CFWNER11IFPP', '3DR23U6WE5EBHYM3NB1TJFUOE3GTEI', '3QILPRALQ5VWDK7SDCTHI6SAEIV8NW', '3DI28L7YXAEA8EAULSHJD9BTMKOE1T', '3IO1LGZLK9XO6Z10EV70GV6OJSG68U']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6
A17NLIAK6OY599,"['3PPTZCWALQKW0DL72ULBZKKJI1UQZ9', '358UUM7WRZ3DS4U1WEISDQ1P4UFR7F', '32RIADZISS4SAWCV95KQ0OMBZUAS4M']",2,2,2,2,2,2,2,2,2,2,2.0,3
A2NI22SB1OFE1S,"['33LKR6A5KEKCXXSRBN6ECVBUPTIT13', '33PPO7FECVFGGESSX4R5ZQAU396DIX']",2.5,2.0,2.0,2.5,2.0,2.0,2.0,2.5,2.0,2.0,2.0,2
A2LNJQHXRDJHJF,['304SM51WA34CVVX4OKUD82SH9MXBSH'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1L3XBD6D9A54J,"['3LRLIPTPEQ99O2F4DXLFM5H1ABWKAD', '33LKR6A5KEKCXXSRBN6ECVBUPUJ1TE', '3T111IHZ5EQH6NIUBBGCRMSVZL89RG']",5,5,5,5,5,5,5,5,5,5,5.0,3
ABHQJF3LMJ0SN,['35K3O9HUABD1YT42SRW42BFNNT9FEV'],2,3,3,4,3,2,2,2,2,2,2.0,1
A331M75XYJA0BB,['3WT783CTPBHWOE88RY4DTXOZNK6CBL'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1SMYB7YESWB29,['3PDJHANYK5GHZA2THZ16T8ZNMAXH69'],2,2,2,2,2,2,2,2,2,2,2.0,1
