WorkerID,AssignmentID,Prompt1.0,Prompt2.0,Prompt3.0,Prompt4.0,Prompt5.0,Prompt6.0,Prompt7.0,Prompt8.0,Prompt9.0,Prompt10.0,Median,Size
A2ECRNQ3X5LEXD,"['3K3R2QNK8B39MFABF5BHWXFF6JB9UH', '3FTYUGLFSUL44QXDQK8BAH6PYO25DJ', '3WZ36BJEV3GDAVAJDKZ3I7O3B59BT4', '3ZSY5X72NXBKDAM0D0ZUOCNKUJSOR5']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4
A1ZKIH8L6648NG,"['3B1NLC6UGZWB9KPNCPIXE8E32FTGPY', '3K9FOBBF2HJRSRRB712LNBEGYHDLNC', '3SKRO2GZ71RDUE24HESMB4OY6HM1K2', '33ISQZVXPPMFYJ0E5Y084HUH544CCO', '3QIYRE09Y3HE2KN7ERK23W520B9N19', '38F5OAUN5NC03AGY096YZMZJHMEH77', '3KWTYT08703N22L5316ZTUEU7WY5LR']",2,2,2,2,2,2,2,2,2,2,2.0,7
A2WVY1WO8EBV8V,"['3IUZPWIU1O76VFI7E2H74UES2TIKW5', '3J88R45B2GYMV6KD1ZI12UEY55GPXQ', '3IAEQB9FMEKYH9CXMLVK0HJ2IK6DW6', '3QAPZX2QN4DI69DWWPIIX3JUKOA02Q', '38BQUHLA9W0TGU988S3D2DTAOWAMOW', '3E1QT0TDFP94ZJW1GWGPDYWTSIK8IX', '3NLZY2D53PPCVO43NTU2R59L3SYQL2', '3F6HPJW4JD0BEZEHPWB34YSYLTEW2D']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8
AG16UQ3JGWB1J,['3U8YCDAGXPGZYSFHY08JTLHX0UXQ03'],5,2,2,2,2,2,2,2,2,2,2.0,1
A3HPH7BNI1OTG3,['3I02618YA06UE2QIWU7EINFUBNXUP1'],3,2,2,2,2,2,2,5,2,2,2.0,1
AAWEZ0V7TKCK9,"['30LB5CDZNCA8CKG8LWRWKET15X20ZR', '3E337GFOL98B6ZDAWA55AJ9820MGNW', '3LUY3GC63Z0SGREMJME38V1A3C47PG', '3CN4LGXD5XOP6IO48BCFIAACGFD4YJ', '30LSNF239UVTD4UC0F7O37JQ6IKI2W']",5,5,5,5,5,5,5,5,5,5,5.0,5
A1LR71IS0QHPK3,"['3ZAZR5XV01IS6CBOXCKGFFV2ENRCZQ', '3VD82FOHKQOG78XHV39ZZHOYUJNOCZ', '3NVC2EB65QZ4OM508X7W85I62G8Y3L']",5,5,5,5,5,5,5,5,5,5,5.0,3
A34T363P0MTTP7,"['3J88R45B2GYMV6KD1ZI12UEY559XPR', '3W2LOLRXLBF1NJ1LF871HV6BAELKRK', '3F6HPJW4JD0BEZEHPWB34YSYLTCW2B']",2,2,3,3,3,3,3,3,3,2,3.0,3
A12H7O7C7ZFU7X,"['3TEM0PF1Q5X59JBCTE2ZTMAYHFY0DY', '3U5JL4WY5K906DYU3FQDZW33E9R4XL', '3P4MQ7TPPXCDE9G2DY8IIDIH5YKBBP', '3KWTYT08703N22L5316ZTUEU7WC5L5']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4
A1X7PC5PH6JWIS,"['3ZDAD0O1T1DKNYDKIGRL74FVU85XT7', '3KWTYT08703N22L5316ZTUEU7WNL5W']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A1N34IJ4VY3Y80,"['30ZX6P7VF8VP8FEIIXSOF8YQJX92JS', '3NPI0JQDAO5FEPBTWPH4DRTSS9QPT5', '33C7UALJVLYTZD038PVJLZF7BG118Q']",2,2,2,2,2,2,2,2,2,2,2.0,3
A3T7NH4Q0SQQJ6,"['3GLB5JMZFXV2KNMX7GR2EEXEOXGGDC', '3VJ40NV2QINXTPZSHP4PORO2I5QOTL', '3ATTHHXXWAOUEKX9O4SHTXDMJSCIX0', '3IHR8NYAM71VX4W3HOGW5JH0CB3P45', '3VFJCI1K4ZZWLX52PHMMJ3EI3Y1RGN', '3M23Y66PO276PJG9STD5XM6PVMFS68', '3RKNTXVS3MYOA0Q1S5YZFOS5DP94AA', '3H7XDTSHKCR1TTMOOBWS62MZVDKGWJ']",5.0,3.5,3.0,4.5,4.0,4.5,4.0,3.0,4.0,5.0,4.0,8
A1OE73CB8R10E3,"['37QW5D2ZRGMTTXZXL8A3H02G1GKS87', '3FE2ERCCZX8Z1X6L08V5JHN5T1GPOQ', '3WJEQKOXA827I1TI5NFXHQL21421AV']",2,3,2,3,3,2,2,2,3,2,2.0,3
AQS3LUWLIDCH5,['3WOKGM4L71GWDG21JNGF4GMXLTHO0V'],5,5,5,5,5,5,5,5,4,5,5.0,1
A3GTPW3MYSLMR7,"['3180JW2OT4CH7CX50GUMDF12370J5A', '3T111IHZ5EQH6NIUBBGCRMSVZKFR93', '3B2X28YI3WF78XZ7H7RA7XWPRXAB65', '3YDTZAI2WXGSGCD1WM564NZ29U914N', '3DY4FPOOA1OF3UVXECL8J4HSQCVRVG', '3VW6495TLJ054P2OXI0MYZEJBGJYY5', '3TPZPLC3M0CAF8DZHABDVEPUYAM3PB']",2,2,2,2,2,2,2,2,2,2,2.0,7
AGUF6B4Q9991D,"['33LK57MYLT58DT0KUYAGUKZK0QBSZY', '3U5JL4WY5K906DYU3FQDZW33EAA4X6', '3OXV7EAXLEQ252VU2EC4PEYD36G36R', '3U5NZHP4LR2P9GKYWV0FZ8Q4HGSPHU', '3LKC68YZ3A3PL63MCU90BBV1MZBOWE']",2,2,2,2,3,2,2,2,2,2,2.0,5
A3ESTJCYXNAS14,"['3RJSC4XJ10UA56WJE8KGVAM64ZS50P', '3BDCF01OGXUL4QVPE3BW4RCN216LYR', '30JNVC0OR9KA9SLDW8F4ZDGEMCGQHO', '3FE2ERCCZX8Z1X6L08V5JHN5T1BPOL', '3IX2EGZR7BJ6CZV3XN7PGG6YVPOJRN', '3J4Q2Z4UTY3S6IG2R7140GQ11ZYWQX', '3D4CH1LGEATQHX9GV0M0SIEOXB0G9S', '33SA9F9TRXU39FQXIG646Z1NIX6EW1', '3IXEICO792J74JTOHTIV7R2BX466TM']",4,5,5,5,5,5,5,5,5,5,5.0,9
A3OHXCAWZXBFQA,"['3VELCLL3GKJ2ESAQG31PVRWTYK9F1G', '33NF62TLXJ2KPVI873YSF4KK0XQJKQ', '34FNN24DCM9721S4MGVPN2GQGB5Y5F']",5,5,5,5,5,5,5,5,5,5,5.0,3
AS4E902OXUO5Z,['3DBQWDE4Y6YDQ2OQFEME6MIJCRVN58'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3EH1JUWKKJDLE,"['354P56DE9K3PTJUEB3IX306LQWMS7S', '3TYCR1GOTCJL9G5UAPDFIYLP8VCLZK', '3S06PH7KSR45G8WUPX6Z7RT8M7XD17', '3T111IHZ5EQH6NIUBBGCRMSVZKT9RZ']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4
A3F7G1FSFWQPLE,"['3U4J9857OEBQCXDC0HW2DBWLM9BB7N', '31JLPPHS2UUSU81Y2AYY6EK4O683OE', '3H7Z272LX77RVC3ONGFDR0JBYWKLPE']",5,5,5,5,5,5,5,5,5,5,5.0,3
AJKA9BKC011F2,"['3UOUJI6MTDEZNBS9ILHVC01XDN6UXR', '3KXIR214I4GZ5XVXFQ5K969711B24V', '326O153BMIY409Q61L1EEBC2BHUDEL', '3R6P78PK7KB91CIUT6RHJIF0RJ3GTU', '3QJOXOW4XJR743WJEE0HX1ZWKVIEM0', '3X3OR7WPZZ06PK471ZD25EOL9N0L8C', '3L4PIM1GQTGW7OQ2JN8SQ3LM8T2RYU', '3X0H8UUIT1O4JYVFJBQ9VG52JNRSWQ', '3UN61F00HWPY50GI8L3VF6NTDPI5RE', '386PBUZZXFXV910QS3ATU4XZPYNJLN', '33F859I566DN5MJODQIE4OLF0CBHBZ']",5,5,4,5,5,5,4,4,4,5,5.0,11
A2TZAXWOB3JMNV,"['3I33IC7ZWF2E7MBEORFBM9V7TABA2G', '3I3WADAZ9Q4V8NO2GTMRLBIO215O5T', '3AWETUDC92SJJFXOPMG2QITXRRSIZD', '32RIADZISS4SAWCV95KQ0OMBZUA4SY', '3P4MQ7TPPXCDE9G2DY8IIDIH5Y5BBA', '32VNZTT0A74G9HCIUGKLAEHFDSQR4W', '33NF62TLXJ2KPVI873YSF4KK0X4JK4']",2,2,2,2,2,2,2,2,2,2,2.0,7
A10LV0V3DZDCPR,['3RSDURM96AM7YKLXXHOSRWM3T4LYEX'],5,5,5,5,5,5,5,5,5,5,5.0,1
A21IRVVFQ1SJ4I,"['3JNQLM5FT4MV352ILI41VNBINN2L23', '3YOH7BII097TGQI2OSCBISVEVLUVKM', '3M23Y66PO276PJG9STD5XM6PVMH6SO', '3QAVNHZ3EM4K88XMYXXG15UGZBZAL4', '3RU7GD8VPOTEZPYE7PCE3MX6QQZPS3', '3X31TUMD7XMOEKKM2E4NQ41DVHO1L2', '3018Q3ZVOIQVB6SZ3HUCNH3F52HARL', '3BF51CHDTVAMLZGEFALPK7PW977H04']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8
A20LVVW1NDHJZR,"['33PPO7FECVFGGESSX4R5ZQAU395ID1', '39ZSFO5CA8WYSRNK1H2ULRTI2OTUJ3', '3DHE4R9OCWBFHDOHAR7LIV6AR5RG21', '3G2UL9A02DEK6LWH4QFU2VAT87D678', '3GLB5JMZFXV2KNMX7GR2EEXEOWHGDB', '3DHE4R9OCWBFHDOHAR7LIV6AR5D2G9', '30BUDKLTXDV9WWBDMFJVGZOAYZ3E5J', '36AHBNMV1RC26E7X1MD8LE4ITSAYDU', '3WJ1OXY92AGPT1D348OCW08AFAOA84', '369J354OFDA3ZE7IXTJO88NM7AY6GD', '374TNBHA8BVWVNB268JSLDBHC7TYQT', '3D4CH1LGEATQHX9GV0M0SIEOXB59GQ', '35H6S234SA05JHIYGX0X4BWXH1056A', '3X73LLYYQ1EP6V8LGGNNVJL9H0WHNT']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,14
A3GNQDFPZALU92,"['358010RM5ETZ0QH9NBR08M3GRT2VX2', '3X87C8JFV6BZZ1ZT72R33RNGVMIQSS', '33FOTY3KEMLVBGQGP1BONLBQ18A1CM', '32ZKVD547FN8BECPY5TC0UK5H6A3BT', '3NPFYT4IZC4GITREYGSE8L064FLXGO', '3DI28L7YXAEA8EAULSHJD9BTMKME1R', '3HL8HNGX451K3XDLKGGIAXECWXRF9L', '3FTYUGLFSUL44QXDQK8BAH6PYNI5DX', '3U088ZLJVKT4IPB3A97PLAZJOVK0WN', '3NG53N1RLVJWG5J5TR69MVX5EW58PZ', '34S6N1K2ZVJZIV504378IRHKC5ALH9', '3N1FSUEFL50M87TDCFP15P0BYRRD44', '3NXNZ5RS1AX7O4YF2XI6M51VY9997C', '3MD9PLUKKIEBXG8FM2TUVQPEDR7ZNX', '3L4D84MILZSTN5H01IVV2C4S8GCJHC', '3IHR8NYAM71VX4W3HOGW5JH0CB7P49', '3J4Q2Z4UTY3S6IG2R7140GQ11ZBWQA', '3OJSZ2ATDSWONHW3Z75PAPWTCCC571', '3D4CH1LGEATQHX9GV0M0SIEOXBE9GZ', '3JNQLM5FT4MV352ILI41VNBINN62LO', '34BBWHLWHABFPKSJEZWVREZFAPVWI8', '3R2PKQ87NW8JK8Y5AXQ8IGXOCORIMF', '340UGXU9DY17JMNEI6GDOF4CXCTVUK', '3X3OR7WPZZ06PK471ZD25EOL9M2L8C', '3VW6495TLJ054P2OXI0MYZEJBGWYYI']",5,5,5,5,5,5,5,5,5,5,5.0,25
A30YR5TPOKQYXJ,"['39K0FND3AHF4EQF7Y9YV1I95ZFSMAJ', '3GD6L00D3SX8K2272Q52QHG2VLJM1S']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A1ZYJ9H5USAI8P,['3PEIJLRY6TTCFFHEDLWWUOMUY2NWXW'],5,5,5,5,5,5,5,5,5,5,5.0,1
A17NLIAK6OY599,"['39U1BHVTDLR87066YRKX0OQRNDS3T1', '35GCEFQ6I5O4TCF54J9FMCR889FZ3E', '3X87C8JFV6BZZ1ZT72R33RNGVMVSQ7']",2,2,2,2,2,2,2,2,2,2,2.0,3
A3ANLJ9UN5V1MA,"['39L1G8WVWQR7YGUXW80NUI7WVU613V', '3LRKMWOKB5HF8UJM0JVA32MG2VJ2ZA', '32SCWG5HIH49CR0H0C9B2H1E827P6O', '304SM51WA34CVVX4OKUD82SH9NOSBR']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4
A23MFCCXL49BJQ,"['3VJ40NV2QINXTPZSHP4PORO2I4SOTL', '33L7PJKHCGYU8XCCA8FTR5Y23ZP8T3']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A3M3VYUAE03CWA,['3WR9XG3T63B6RYS3L2MF5XQFCG274J'],3,3,3,3,2,3,2,2,2,2,2.5,1
A2NI22SB1OFE1S,"['3ZAZR5XV01IS6CBOXCKGFFV2EMYZCI', '3JV9LGBJWTETOKDMXP5IP89DSALGO5', '326O153BMIY409Q61L1EEBC2BG2EDS']",2,2,2,2,2,2,2,2,2,2,2.0,3
A2A6I59NU5UO3G,"['379J5II41OGNYLEYE2Z2XOK7KQTLE6', '36NEMU28XFD1L3IAZEUNJ76WRZPMWQ', '3JNQLM5FT4MV352ILI41VNBINN52LN', '3SKRO2GZ71RDUE24HESMB4OY6HK1K0']",3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,2.0,3.0,3.0,4
AZFBQWB2VSG5D,"['3RWE2M8QWHAEVV2PI8G2PRMSVJA0NQ', '3G2UL9A02DEK6LWH4QFU2VAT87R76N', '3WYP994K17R3L5SIRZ5UF8UQC61Y6G']",2,2,2,2,2,2,2,2,2,2,2.0,3
ATJVY9O4CY5EX,"['3TXD01ZLD4H8P94ZYAFQFP4ZKRV4UE', '3L70J4KAZGM1AW9ULGZSISMBQ12ADR', '31EUONYN2V3C6H3HMK44P9CNFP4VO4']",2,2,2,2,2,2,2,2,2,2,2.0,3
A3BWB2PMOZY5MP,"['34Z02EIMISDCQ879F42EYQSKK1LT09', '39GXDJN2OTE9LPG1F3F8SNMN0KDV8E', '3QECW5O0KH1BLFTACA8QFLOB19P5TZ', '388U7OUMF71ZATUHBFXJYBR2WGKR0Q']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4
A21WXJDPT7I70M,"['3RXCAC0YIRPQ3SQ6Q8GMSMJDD69G8W', '3KIBXJ1WD5UYQ695NGQXN016ZSTKO5', '3KAKFY4PGU2IYMQV4FLTMHOICX93IJ']",5,5,5,5,5,5,5,5,5,5,5.0,3
A2VNR6984SDFGQ,['36AHBNMV1RC26E7X1MD8LE4ITSSYDC'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3IQ9V1JSB2RJO,"['31N2WW6R9RQYOVO537F8JKBQW4LF36', '324G5B4FB38PSAA221ZDTU02V4K701']",5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
A3AI6F001CAWSA,['3X3OR7WPZZ06PK471ZD25EOL9M38L0'],3,4,3,4,2,2,3,3,2,3,3.0,1
A1MJJHFEKOGUIU,"['3YHH42UU5BFO7VZ46V0NCZI3QOO0L2', '3HVVDCPGTES9N33UNCDNQIM4WETTY3', '3RRCEFRB7MCTTAVTYJYVAZCBV6UB4A', '3EICBYG644W26X6KFQHURL7CVPECJ5', '3ZDAD0O1T1DKNYDKIGRL74FVU8TXTV', '3X4JMASXCM9CUMDSFIBTYWMYEUG0BL', '3B2X28YI3WF78XZ7H7RA7XWPRX0B6V', '3IGI0VL647KZYCU8KTIDFSIATMDNOQ', '30IQTZXKAK6J7PGTKE3BNTDQXX00XQ']",2,2,2,2,2,2,2,2,2,2,2.0,9
A1JPFK0JQLTJTC,"['39O5D9O87TSRLJ4VC5P7BEQNZRGC3F', '32UTUBMZ7GWSNNE8IFZIJPCO8QRVB6', '3PM8NZGV8YG7VILS1CXQ2Z48A1BQXR']",3,5,5,5,5,5,5,5,4,3,5.0,3
AS5X6GRDJKWG3,"['3JRJSWSMQHL6IHO98WV212QQK423EA', '3K3R2QNK8B39MFABF5BHWXFF6K4U9X', '3VNXK88KKCI9ZUZBKVLMSJHYKRIV9S', '3TUI152ZZBNZ5H0ZUJCJ7Q075NCQ1H', '3VJ40NV2QINXTPZSHP4PORO2I4IOTB', '3TMSXRD2X604PEWL6SBPZFITTOW1WZ']",3.5,4.0,3.5,4.0,2.5,4.0,3.0,4.0,3.0,2.5,4.0,6
A3GDSVYOU8GXFQ,['3DR23U6WE5EBHYM3NB1TJFUOE3ITEK'],5,5,5,3,4,5,3,5,3,3,4.5,1
A1SMTECZU2UDYD,['3ZQIG0FLQEGKBQCJD6VE63P9IS1WVH'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2U14TBAOQV0KK,"['3DY4FPOOA1OF3UVXECL8J4HSQCORV9', '3NS0A6KXC485NORTZYGZ56GHCEOGZ7', '3WJEQKOXA827I1TI5NFXHQL214U1AN']",2,2,3,4,3,3,2,2,3,3,3.0,3
A2N6FYJAL406AF,['3A7Y0R2P2OOQ9VHF6MDH5YSMW69JXJ'],2,3,3,2,2,3,2,2,3,2,2.0,1
A3MA1SVP12F3DO,"['3S96KQ6I9M46PS83RGQ9DXC3EQ0DTS', '3VW6495TLJ054P2OXI0MYZEJBGQYYC']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A36EOEBVBUTO85,['3CFVK00FWLLJL6LJ8KG4L0SU3RX6LW'],3,2,3,3,2,3,3,2,3,3,3.0,1
AMFBEB0K2PHLO,['3WRFBPLXRAOACN1M1VYLRPKZYWE3NA'],5,5,5,5,5,5,5,5,5,5,5.0,1
AL3YA7T4TIY48,['33TIN5LC04AQ3OUGP686ZILS27ZY9H'],5,5,5,5,5,5,5,5,5,5,5.0,1
A394JO4NEPCY3M,"['3WAKVUDHUWG58WMI08DXI1O9BTP7U5', '3X4MXAO0BGOSIJV24MQ45606XLWRWP', '3R6P78PK7KB91CIUT6RHJIF0RI4GTT', '3IKZ72A5B4G5SZHFLQZNSY9W1LFNFX', '3XUHV3NRVKYLG62FCGR112LNQFP5HK', '3AWETUDC92SJJFXOPMG2QITXRRNIZ8', '33OOO72IVHLWK02PRKVYTRULTQITC2', '39GAF6DQWR0RAPWGGI6TDDZFME7V1U', '3SLE99ER0ND9W7JIJCOL4VPKW1SBZH']",2,2,2,2,2,2,2,2,2,2,2.0,9
A2PYCW0SCQX2BR,"['3B1NLC6UGZWB9KPNCPIXE8E32G9GPG', '33OOO72IVHLWK02PRKVYTRULTR1TCN', '3KRVW3HTZNL8EM11F9KMMI3BLMSMSA']",5,5,5,5,5,5,5,5,5,5,5.0,3
A2GCG3KNJWO8SR,['38F5OAUN5NC03AGY096YZMZJHLQH7H'],5,5,5,5,5,5,5,5,5,5,5.0,1
A31EI07AMHO3MA,"['3SBEHTYCWN3JEPNJT0EJCBKVLXJYIX', '3634BBTX0OUDEY6OOAMVNQDFFMSIFJ']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
A3NZ09WIDG804F,['3TYCR1GOTCJL9G5UAPDFIYLP8VELZM'],3,4,2,2,2,2,2,2,2,2,2.0,1
A3TKHMWW3PCU7F,['34J10VATJFYA5NWX2QXPZPHTMO3QIN'],3,3,3,3,3,3,3,3,3,2,3.0,1
A1OWHPMKE7YAGL,"['34FNN24DCM9721S4MGVPN2GQGB05YH', '3DHE4R9OCWBFHDOHAR7LIV6AR5L2GH']",4.5,4.5,4.5,3.0,4.0,4.5,2.5,4.0,4.5,4.5,4.0,2
AE9M4Z1NCYSDM,['3ATTHHXXWAOUEKX9O4SHTXDMJSDIX1'],5,5,5,5,5,4,5,5,5,5,5.0,1
A1HNR6OIRFCEHS,"['3ZSANO2JCF728C9KTMG9RSJ2OLOSFH', '3E13VNJ1NNVMOJCGHB7AYO9LEDXI18', '3N2BF7Y2VQUJODNL4F8NI4W9CBJMHX', '3XCC1ODXDLBNYMZGSDRYDHIK9LFQRM', '3H8DHMCCW9B7M9IGX7CHC6P7VENKD9', '3OVHNO1VE612B4H2X8FRZLDKZN1ZDB', '34T446B1C0EV4R5YTI7O9GSGWGD0CR', '3W92K5RLWUHQY7XZH585G3CWYVVV5X', '3G0WWMR1UVK2JO7OZ6AH4XDA8OINQN']",2,2,2,2,2,2,2,2,2,2,2.0,9
AI5X8XJUCAU3V,['3YW4XOSQKQLRXA7GBSWOHRXW87L1UY'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2RXT3RD9SGVLJ,"['33L7PJKHCGYU8XCCA8FTR5Y230GT8H', '3JNQLM5FT4MV352ILI41VNBINN32LL']",5.0,4.5,4.5,4.0,4.0,4.0,4.5,4.0,4.0,3.5,4.0,2
A20I3A6VWC2T5C,['30OG32W0SUBDMLHJQFFHAGOWPLYNEF'],5,5,5,2,2,2,2,2,2,2,2.0,1
A3J6650P8O9GXI,['3FQ5JJ512LOG8L9TM1QK8B119HVKNV'],3,3,3,3,3,3,3,3,4,4,3.0,1
A5LHSOGLCLMJA,['3ND9UOO81K2HFL0PZ2T8JUR7RT3WL0'],5,5,5,5,5,5,5,5,5,5,5.0,1
