HITId,prompt_1_jaccard,prompt_2_jaccard,prompt_3_jaccard,prompt_4_jaccard,prompt_5_jaccard,prompt_6_jaccard,prompt_7_jaccard,prompt_8_jaccard,prompt_9_jaccard,prompt_10_jaccard,HITJaccard
3IJ95K7NDXC9KFGH6804MZDJEY9NGM,0.07017543859649122,0.12962962962962962,0.1,0.1111111111111111,0.10526315789473684,0.12,0.09259259259259259,0.11428571428571428,0.07596153846153847,0.07547169811320754,0.10263157894736842
337F8MIIMZDQN3VQA1W52YK3G0Q042,0.08421985815602837,0.04945054945054945,0.16,0.06060606060606061,0.07407407407407407,0.06742424242424241,0.08998988877654196,0.06904761904761905,0.05263157894736842,0.06666666666666667,0.06823593073593073
3TCFMTM8HEOGRE1L26HHNO6F1E021B,0.06186224489795918,0.046511627906976744,0.07067627494456763,0.1176923076923077,0.09639953542392567,0.1,0.050706033376123234,0.031746031746031744,0.09808612440191387,0.036375661375661374,0.06626925992126341
31N9JPQXIPINKBBSQEIM7ZPKTYMNHL,0.1111111111111111,0.079002079002079,0.05128205128205128,0.06452358926919519,0.05887445887445887,0.07921568627450981,0.057692307692307696,0.038461538461538464,0.09375,0.048980407836865254,0.06169902407182703
3VZYA8PITOY8JMZQO6FF7QQHGWL057,0.07692307692307693,0.11764705882352941,0.08695652173913043,0.07692307692307693,0.043478260869565216,0.10344827586206896,0.0967741935483871,0.09478885893980234,0.05714285714285714,0.08333333333333333,0.08514492753623187
3OYHVNTV5TYW4MCCXELWZG5HBPVKO1,0.09090909090909091,0.0851063829787234,0.06896551724137931,0.08823529411764706,0.043478260869565216,0.07692307692307693,0.0784313725490196,0.08333333333333333,0.058823529411764705,0.04,0.07767722473604827
3J06WJ78HNK5AHFLXULHWHA6NGZVV0,0.047619047619047616,0.09569597069597069,0.08888888888888889,0.08333333333333333,0.09646401985111663,0.10102040816326531,0.09175084175084175,0.05357142857142857,0.08856209150326798,0.10336538461538461,0.09031986531986533
3FW4EL5A3LONGZJHLAHVS7GKTKE22S,0.11269841269841269,0.08,0.09090909090909091,0.034523809523809526,0.043478260869565216,0.06316489361702127,0.079002079002079,0.09090909090909091,0.125,0.10128205128205128,0.08545454545454545
3L2OEKSTW9AO3ZEDUCXRB2USUZ0Y87,0.09375,0.08856209150326798,0.10344827586206896,0.08081632653061224,0.09302325581395349,0.08759590792838876,0.06896551724137931,0.06666666666666667,0.07692307692307693,0.08823529411764706,0.0879156010230179
3ZLW647WALVC1HF0PAV0BHLCZYE233,0.09433962264150944,0.047619047619047616,0.06666666666666667,0.0625,0.05714285714285714,0.058823529411764705,0.07317073170731707,0.0784313725490196,0.041666666666666664,0.06,0.06125
3NOEP8XAU42K9MNKBXD0EAI9H36PXC,0.06971153846153846,0.06458333333333333,0.04499494438827098,0.05397727272727273,0.09878048780487805,0.06666666666666667,0.08957219251336898,0.07523584905660377,0.08054054054054055,0.15707236842105263,0.07247369375907112
3G4VVJO6PZGEPMODCEYBOGA7LURKPI,0.10638297872340426,0.05405405405405406,0.10869565217391304,0.1016949152542373,0.08823529411764706,0.07142857142857142,0.10714285714285714,0.09523809523809523,0.10204081632653061,0.11475409836065574,0.10186786579038395
35NNO802AVWNG6MCWW077BQZTB1NIE,0.05172413793103448,0.05887445887445887,0.06666666666666667,0.0459830866807611,0.0459830866807611,0.05128205128205128,0.0603030303030303,0.1182983682983683,0.043478260869565216,0.08333333333333333,0.05529929840274668
338GLSUI43B0MSCR3KB838ND0IHSF4,0.09099264705882354,0.05555555555555555,0.12793235133660663,0.09449404761904762,0.08514492753623187,0.14814814814814814,0.08514492753623187,0.11596638655462185,0.13003220611916264,0.06350806451612903,0.09274334733893558
3NI0WFPPI9G42QZ4TPPKZW4HCRW06N,0.06060606060606061,0.05555555555555555,0.06666666666666667,0.07407407407407407,0.045454545454545456,0.07407407407407407,0.04939024390243903,0.05,0.075,0.11538461538461539,0.06363636363636363
356ZPKYPUHH99RDUGTZ2XOPIJ90PYI,0.1,0.0,0.07894736842105263,0.11363636363636363,0.08695652173913043,0.03571428571428571,0.13636363636363635,0.06976744186046512,0.07142857142857142,0.05555555555555555,0.07518796992481203
336OE47KI2KIP6FQN4QDIJTKUP1VWA,0.05405405405405406,0.06896551724137931,0.02857142857142857,0.0392156862745098,0.05263157894736842,0.1,0.06060606060606061,0.04,0.09523809523809523,0.09836065573770492,0.05733005733005733
379OL9DBSSEOH4XNZ435BYP3E5IY9W,0.06451612903225806,0.06666666666666667,0.07894736842105263,0.07017543859649122,0.08333333333333333,0.07692307692307693,0.07142857142857142,0.125,0.07142857142857142,0.08695652173913043,0.07417582417582418
3ODOP6T3ASKXJDY4PO0JLMDIDYA24O,0.09375,0.08333333333333333,0.0784313725490196,0.06857366771159874,0.08333333333333333,0.07407407407407407,0.09878048780487805,0.09090909090909091,0.1,0.1,0.08712121212121213
39O6Z4JLX2XXE6KGX9MZK27R3R7VX3,0.06190476190476191,0.07142857142857142,0.058823529411764705,0.125,0.06904761904761905,0.07518796992481203,0.07894736842105263,0.09302325581395349,0.12372448979591837,0.09259259259259259,0.07706766917293233
3TKXBROM5TARXGVRHY8FE49IKRWIJ5,0.07846153846153847,0.08823529411764706,0.14035087719298245,0.07692307692307693,0.09090909090909091,0.10724554341575618,0.10128205128205128,0.13333333333333333,0.15384615384615385,0.08333333333333333,0.0960955710955711
3MIVREZQVHYZPYPSCRD0OL0HQQDKQ9,0.0822072072072072,0.08571428571428572,0.11866791744840526,0.10421189752496743,0.07059800664451826,0.09128774730996181,0.13513513513513514,0.08800773694390715,0.0824829931972789,0.055598455598455596,0.08686101132909643
3E9VAUV7BWE2MN7SRAH57T0NKN0YAB,0.07275132275132275,0.11627906976744186,0.12962962962962962,0.12,0.2113237639553429,0.09838709677419355,0.08,0.1323529411764706,0.09232954545454546,0.11119691119691119,0.11373799048217653
3G57RS03HH5FFW243TJTQEJWDU525T,0.10714285714285714,0.0851063829787234,0.1,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.0851063829787234,0.08421985815602837,0.07352941176470588,0.09338662790697674,0.09669331395348837
3NRZ1LDP7W69EHNZCF1LBVYKP34PZ9,0.1145104895104895,0.07868937048503612,0.054804804804804805,0.06048632218844985,0.10529556650246305,0.06594202898550725,0.08333333333333333,0.06451612903225806,0.13157894736842105,0.06559139784946236,0.07231569973527169
3R6RZGK0XFCMEBAQ25813GE05X1VY9,0.030303030303030304,0.0625,0.037037037037037035,0.047619047619047616,0.06818181818181818,0.04,0.12701612903225806,0.043478260869565216,0.05798319327731093,0.039230769230769236,0.045548654244306416
30IRMPJWDZJZ1Z4SP620TBAMMCFKRA,0.03125,0.04304029304029304,0.0,0.054093567251461985,0.0971675845790716,0.0825531914893617,0.058823529411764705,0.12613636363636363,0.03785714285714285,0.08893280632411067,0.056458548331613345
351S7I5UG9WJBH6IEEL7JC5Z6QQNJQ,0.0782781862745098,0.12280701754385964,0.08571428571428572,0.09565548780487805,0.12,0.10810810810810811,0.1016949152542373,0.10102040816326531,0.12489177489177489,0.08712121212121213,0.1013576617087513
3ZRKL6Z1E8360S8ME4HQLTNP1XHSG3,0.12347560975609756,0.08401880141010576,0.12347560975609756,0.05634920634920634,0.07619738751814223,0.09639953542392567,0.09639953542392567,0.10319148936170214,0.079002079002079,0.0833976833976834,0.0902091684170157
all_HITs,,,,,,,,,,,0.08315631685196902
