WorkerId,HITId,prompt_1,prompt_2,prompt_3,prompt_4,prompt_5,prompt_6,prompt_7,prompt_8,prompt_9,prompt_10
A1MJJHFEKOGUIU,3TRB893CSJAKHUOUQ1JFQ2RTERIG7Y,"(0.06614573606326299, 0.5938563526305994, 0.3300010443469312, 0.3731477554788976, 2)","(0.49764041002610737, 0.5614714984180429, 0.5295559542220751, 0.045135395452455526, 2)","(0.5670275668314639, 0.8780492252516438, 0.7225383960415539, 0.2199255237647952, 2)","(0.6235963493405126, 1.0, 0.9306048591020996, 0.20031209768594416, 3)","(0.5008323480711829, 0.6162196409490346, 0.5585259945101088, 0.08159113725668712, 2)","(0.9178853884938116, 0.92080160648072, 0.9193434974872658, 0.0020620775139610636, 2)","(0.4426623526629488, 0.5454973857062565, 0.49407986918460267, 0.07271534920846556, 2)","(0.146897403978052, 0.7046178063474909, 0.6374429759270424, 0.3044666000346362, 3)","(0.05742713698381552, 0.3976353643835253, 0.12129405244451394, 0.18082456579287498, 3)","(0.39971479482760475, 0.7665204142298078, 0.5831176045287063, 0.2593707408566296, 2)"
AO6B0VEVBGGAP,3TRB893CSJAKHUOUQ1JFQ2RTERIG7Y,"(0.6665357285235622, 0.847761311198723, 0.7571485198611426, 0.12814583843408947, 2)","(0.6976632167947425, 0.8626901601487249, 0.785629301801026, 0.06161535721569858, 5)","(0.6015591676866648, 0.7345870556080604, 0.6457372925505462, 0.06775249820325505, 3)","(0.6946248088253344, 0.7443995098129205, 0.7195121593191274, 0.03519602859985485, 2)","(0.3357825043105124, 0.4659345181589481, 0.40085851123473026, 0.09203137157731435, 2)","(0.4386201041764279, 0.7146704964214272, 0.660431610262056, 0.1271643536386247, 4)","(0.3146660996956416, 0.6565046213089772, 0.40489936706391494, 0.14024781482869028, 5)","(0.5407820846005227, 0.5784668916066547, 0.5596244881035887, 0.026647182581742233, 2)","(0.26800056084694646, 0.5042387236869966, 0.35901487301110885, 0.1024379030701577, 4)","(0.24017995835117018, 0.5143686723610401, 0.39808730156349154, 0.13761997016259248, 3)"
A5LHSOGLCLMJA,30Y6N4AHYPWRNTYIXPGDPYFW2BWDRK,"(0.391080327529236, 0.7038005839199954, 0.6354419143742598, 0.12168987643512161, 5)","(0.4897477275858719, 0.8801117367933934, 0.5447186225026683, 0.1577618977817686, 5)","(0.060532362754291545, 0.6682101596077981, 0.3202684734296277, 0.25971253408565953, 5)","(0.3427010999441652, 1.0, 0.6726408885531413, 0.2663703263611837, 5)","(0.4207774731545207, 0.7860753021519787, 0.47158243784476256, 0.1523859443659154, 5)","(0.25488727774195646, 0.6183717276371525, 0.3467099815447115, 0.15760073050913187, 5)","(0.4708957186241457, 0.6813051492799321, 0.4981849535655103, 0.09032019728398243, 5)","(0.36353642567735484, 0.6511655331638501, 0.5677615321989377, 0.1236988716346001, 5)","(0.26387698342651855, 0.6366488370278303, 0.42249424472275854, 0.1703870631923155, 5)","(0.12743609715784224, 0.7867559303723632, 0.5328354184704852, 0.2593447383093762, 5)"
A2TZAXWOB3JMNV,30Y6N4AHYPWRNTYIXPGDPYFW2BWDRK,"(0.732286896936289, 0.739404551166564, 0.7358457240514265, 0.005032941572368565, 2)","(0.6297283298822327, 0.7786777655685517, 0.7042030477253922, 0.10532315602770571, 2)","(0.30594354846171756, 0.3770063804549471, 0.34147496445833236, 0.050249010392732954, 2)","(0.11172134127925748, 0.48730672586471535, 0.2995140335719864, 0.26557897235493466, 2)","(0.1551398516965163, 0.29615165360116247, 0.2256457526488394, 0.09971040135410941, 2)","(0.4697698451116114, 0.7000700175052517, 0.5849199313084316, 0.16284681360797396, 2)","(0.09772992164303734, 0.4085187432723087, 0.253124332457673, 0.21976088329103413, 2)","(0.5989682564833563, 0.690637914046406, 0.6448030852648812, 0.06482023649188111, 2)","(0.32709949860242954, 0.6880930855635149, 0.5075962920829722, 0.2552610133050391, 2)","(0.35009999104250444, 0.8498686754109146, 0.5999843332267095, 0.3533898257415821, 2)"
AXTFSJDN2YLO5,30Y6N4AHYPWRNTYIXPGDPYFW2BWDRK,"(0.6223329772884784, 0.6264929322636315, 0.6244129547760549, 0.002941532372361466, 2)","(0.40676766131178976, 0.569717869265984, 0.4882427652888869, 0.11522319704016884, 2)","(0.2698127030077001, 0.4054934983273289, 0.3376531006675145, 0.0959408104472935, 2)","(0.3123939936920256, 1.0, 0.6561969968460128, 0.48621086984496864, 2)","(0.4466094439758694, 0.5264274562949789, 0.48651845013542416, 0.05643985777167372, 2)","(0.3644925942518665, 0.586620491293854, 0.4755565427728602, 0.1570681422890966, 2)","(0.36272236297326327, 0.49595969443820365, 0.43343660127583233, 0.06666061702534898, 3)","(0.45673945107952824, 0.47747255383625054, 0.46710600245788936, 0.01466051755431584, 2)","(0.19809066744629208, 0.581972638479957, 0.41835014296296497, 0.19263606675056957, 3)","(0.48562153031083877, 0.48810691815931717, 0.48686422423507797, 0.001757434601537723, 2)"
A4LODOUXKNZY0,30Y6N4AHYPWRNTYIXPGDPYFW2BWDRK,"(0.08197451395088921, 0.6226400953916037, 0.2859089066939971, 0.2730373603678409, 3)","(0.05837235114488631, 0.8361138720546835, 0.5990415715334348, 0.37046879757533363, 4)","(0.43677475348391304, 0.8394327083733336, 0.518727754731173, 0.21279935398546382, 3)","(0.12991916506579948, 0.565710569317561, 0.41862409430155134, 0.22169766023324725, 3)","(0.11498759556447223, 0.7486614216578754, 0.37977430812484025, 0.2605056039682597, 4)","(0.06132184825737389, 0.7299522056063723, 0.620751338208213, 0.30307599012433917, 4)","(0.291507473387267, 0.6354334959097302, 0.4379037882438129, 0.15207058366121415, 4)","(0.31867111104211915, 0.41716077452700806, 0.378812883448854, 0.04964508594636553, 3)","(0.1521957733739312, 0.6003124062338072, 0.4952330116157305, 0.23435185179537746, 3)","(0.7298444958876635, 0.9541628927578671, 0.7453133970777198, 0.1252837725088514, 3)"
AGUF6B4Q9991D,3LB1BGHFL2W71J61XA8M2YQF8KYYTP,"(0.5913241914432629, 0.6452027037854574, 0.6182634476143601, 0.038097861437408856, 2)","(0.5002558769080738, 0.6592406302004437, 0.5900667412098162, 0.07971529552533538, 3)","(0.3526905805469445, 1.0, 0.6763452902734722, 0.45771688002118277, 2)","(0.6222303721423308, 0.8142441551106129, 0.7182372636264718, 0.13577424801815427, 2)","(0.061999607375024385, 0.6128081331864039, 0.5777327472193116, 0.3083831454378608, 3)","(0.3135613662604461, 0.4675667418121199, 0.390564054036283, 0.10889824539176945, 2)","(0.5646809830057051, 0.6129719199531817, 0.5888264514794435, 0.03414684898541266, 2)","(0.5349903634714968, 0.7447949412988775, 0.6398926523851871, 0.14835423970572167, 2)","(0.04254296909324232, 0.5793367580502561, 0.3109398635717492, 0.37957052827032495, 2)","(0.33240817342328294, 0.5753948704353585, 0.5395157079158441, 0.13116362559257005, 3)"
A3GNQDFPZALU92,3LB1BGHFL2W71J61XA8M2YQF8KYYTP,"(0.13610277124612016, 0.6105403184305753, 0.5554630107623999, 0.19612090941330984, 5)","(0.3458529019038406, 0.5921022830914406, 0.48578565873722046, 0.1097081254114797, 5)","(0.391295029958458, 0.683958928790372, 0.44614190197657094, 0.12146297385522724, 5)","(0.3334676607163614, 0.9503260458439631, 0.47670725593266977, 0.24225289517988083, 5)","(0.13540299088485538, 1.0, 0.34823528327578535, 0.3295490963724726, 5)","(0.3848177629908794, 0.573671357363703, 0.4865347245952746, 0.06766255198895801, 5)","(0.2984591070759932, 0.6377653239319149, 0.517411583010726, 0.13917679822868578, 5)","(0.4111336169005197, 0.5889509361059437, 0.5134455166572387, 0.07738279386937788, 5)","(0.4578981781508859, 0.8545740127924681, 0.5614714984180429, 0.1588565477960462, 5)","(0.12416350645592025, 0.49149639037458465, 0.3390732113549221, 0.14848319729486165, 5)"
A1171IQSWQS0K8,3LB1BGHFL2W71J61XA8M2YQF8KYYTP,"(0.4360996725750646, 0.659670540781042, 0.49295568380375937, 0.11619694679018594, 3)","(0.6167337093971631, 0.7131087121003346, 0.6649212107487488, 0.06814741794828438, 2)","(0.675342369840425, 0.8297773030513045, 0.6972503941736935, 0.08355985050917149, 3)","(0.40183037319736853, 0.6852885721310077, 0.5587535973018128, 0.14200032198382578, 3)","(0.5923296347191008, 0.7212900910432987, 0.6568098628811998, 0.09118881317175187, 2)","(0.5645283046132179, 0.7317633416680398, 0.6190905361647537, 0.08528360122809112, 3)","(0.24126995260879977, 0.42530158335880625, 0.333285767983803, 0.13013001405614832, 2)","(0.47380257415134397, 0.5588876671264156, 0.5534392529457597, 0.0476290507867231, 3)","(0.557293897713883, 0.7418443231644957, 0.6166971864204852, 0.09420670188331093, 3)","(0.28852305719399857, 0.545440664392891, 0.5234898553390434, 0.14241833398914214, 3)"
AJKA9BKC011F2,3LB1BGHFL2W71J61XA8M2YQF8KYYTP,"(0.6367711180958918, 0.683233714479824, 0.6600024162878579, 0.032854016974611974, 2)","(0.6281311569482618, 0.7224703649651104, 0.6753007609566861, 0.06670789372048194, 2)","(0.5204810556576236, 0.5318952679408505, 0.526188161799237, 0.00807106690737254, 2)","(0.31217125273496016, 0.8897091191473492, 0.4447968795807285, 0.2827925133694271, 5)","(0.575245844307293, 1.0, 0.6192337653248582, 0.1771124459090424, 5)","(0.40490241519232395, 0.6013979003213726, 0.5031501577568482, 0.13894329000729072, 2)","(0.34509417067572745, 0.5640085207092529, 0.45455134569249017, 0.15479582140775133, 2)","(0.6208459105637828, 0.9125598854012612, 0.6823079812671065, 0.1291807878308776, 4)","(0.26049800199410866, 0.6324006750300201, 0.44644933851206436, 0.2629749020450963, 2)","(0.43473703688384047, 0.6319718180798307, 0.5333544274818356, 0.13946605126952966, 2)"
A3BWB2PMOZY5MP,3L21G7IH47W6SZUSVROCWS7KG181YK,"(0.46507550803536196, 0.5491004867761125, 0.5070879974057372, 0.05941463225664016, 2)","(0.40678867364094806, 0.5457289523092358, 0.4762588129750919, 0.09824561322629487, 2)","(0.5920534773587784, 0.6465090387241833, 0.6192812580414808, 0.03850589671479795, 2)","(0.12682999918764198, 0.6485539682067226, 0.3876919836971823, 0.36891455640095216, 2)","(0.5428419094133886, 0.6758224972122149, 0.6093322033128017, 0.09403147539872311, 2)","(0.3526699734692892, 0.6078698672253189, 0.48026992034730404, 0.18045357543297505, 2)","(0.1487964117124549, 0.4029883231412915, 0.2758923674268732, 0.17974082429410065, 2)","(0.3557380761634329, 0.7434855737622396, 0.5496118249628362, 0.27417888494023074, 2)","(0.3024299799270911, 0.3938935876244256, 0.34816178377575835, 0.06467453723457135, 2)","(0.4006141145921961, 0.6667025833042813, 0.5336583489482387, 0.18815296062185996, 2)"
A2QDKCYDLIBBA9,3L21G7IH47W6SZUSVROCWS7KG181YK,"(0.35050403701715416, 0.94149097734812, 0.631692418729579, 0.21888950152552955, 5)","(0.3653732463622249, 0.9640126437368886, 0.8583637909493895, 0.24736974633643558, 5)","(0.3303522278535597, 0.8131960556071939, 0.5185473464839728, 0.18195219379244834, 5)","(0.3189193088276744, 0.6200208643418742, 0.5594765797794029, 0.12933645853293688, 5)","(0.5351607207631776, 0.6743683492594658, 0.5975112410599042, 0.06404805964629923, 5)","(0.13841578161427448, 0.6607160053470136, 0.4820987876424675, 0.19398499180335263, 5)","(0.2216944418429967, 0.7710955777402456, 0.5066626941093553, 0.2065057281407232, 5)","(0.42380351435826835, 0.9365137582048805, 0.5307712171072444, 0.21227102270645018, 5)","(0.12574334296829354, 0.4671379777282001, 0.23119742295813958, 0.15352964670122676, 5)","(0.15334602593411192, 0.699428319641772, 0.6434588841607617, 0.2252480624221925, 5)"
A3GNQDFPZALU92,3L21G7IH47W6SZUSVROCWS7KG181YK,"(0.3438931217657843, 0.8666415730847504, 0.5769944291012318, 0.2074186088893118, 5)","(0.3776694624375735, 0.5513932317797618, 0.5266403878479267, 0.07427422289209107, 5)","(0.14975668058652628, 0.610904142590392, 0.4628242065724534, 0.18048601913557416, 5)","(0.2530835070130704, 0.5657776482977305, 0.5264192985879448, 0.1281848356169999, 5)","(0.08950897700410523, 0.7115965735877551, 0.40059440951284225, 0.27029218413826556, 5)","(0.05868136174076835, 0.6865890479690393, 0.5646293974770982, 0.2651244476548336, 5)","(0.2918805836931599, 0.6916461357758762, 0.435949382480739, 0.15476721804461935, 5)","(0.26658376817028856, 0.6964705665515707, 0.3903594390682207, 0.1597807755843671, 5)","(0.2928298013714697, 0.6081259422623425, 0.3857153091307505, 0.12604654231697404, 5)","(0.43589289630361017, 0.9405592681640975, 0.7896895367562644, 0.20112262400442718, 5)"
AO6B0VEVBGGAP,3L21G7IH47W6SZUSVROCWS7KG181YK,"(0.31973833444504485, 0.7128525963926624, 0.553359304555444, 0.1544922198276346, 5)","(0.6882335844142387, 0.7839067979033139, 0.7360701911587763, 0.06765117803603335, 2)","(0.3676254190869068, 0.7281618698790059, 0.5478936444829563, 0.25493776922002326, 2)","(0.4318575710208897, 0.5926191556193965, 0.512238363320143, 0.11367560662389901, 2)","(0.4868808896841059, 0.9671682101338347, 0.5508463257312015, 0.1949778647065451, 5)","(0.39393859557869054, 0.5340702412431282, 0.4141238765665521, 0.05995433592377985, 5)","(0.392252176578621, 0.6808102417179588, 0.4882962625395948, 0.1255607058249361, 5)","(0.24353021234314481, 0.5837235114488631, 0.37778936780911737, 0.1218128704026534, 5)","(0.42291507731784356, 0.6289334016614493, 0.5056354689480672, 0.0909271158214485, 5)","(0.29408514533475993, 0.6733187455351302, 0.5512003357447273, 0.14575277032635342, 5)"
A2CK8S4CH1HPBE,3QI9WAYOGQB43ZJG2R8492A07RS6S9,"(0.2812146126805488, 0.3801801869868225, 0.3306973998336856, 0.06997922869598727, 2)","(0.28590401828836925, 0.34419438628748505, 0.31504920228792715, 0.04121751449003411, 2)","(0.07707532488755381, 0.3378388595997967, 0.20745709224367526, 0.18438766368120063, 2)","(0.3873963972528858, 0.8831281017223547, 0.6352622494876202, 0.35053524987952694, 2)","(0.10405113761615167, 0.29322471771221564, 0.19863792766418364, 0.13376592130726334, 2)","(0.30277029197532096, 0.3884381829323255, 0.34560423745382324, 0.060576346625647634, 2)","(0.3498289600046829, 0.37684787447900675, 0.3633384172418448, 0.019105257645093767, 2)","(0.33529017440626413, 0.7703814880923563, 0.5528358312493102, 0.30765601834279904, 2)","(0.19047869516678936, 0.4407354933841947, 0.31560709427549205, 0.1769582790575608, 2)","(0.4942059814705459, 0.5543359241831683, 0.5242709528268571, 0.042518290244453964, 2)"
A3GNQDFPZALU92,3QI9WAYOGQB43ZJG2R8492A07RS6S9,"(0.41579450331169726, 0.46023125186025415, 0.43801287758597574, 0.031421526232566055, 2)","(0.094197819491378, 0.22374677077485583, 0.15897229513311692, 0.09160494194815287, 2)","(0.24507651358919985, 0.4900452772029133, 0.3433607778762433, 0.12327870463276337, 3)","(0.5864220165106679, 0.8747509782661095, 0.7305864973883887, 0.2038793640697494, 2)","(0.30342878218197294, 0.49281022067075647, 0.3540155252290753, 0.0888203660868805, 4)","(0.31460899668998876, 0.48650851397028544, 0.4121679234800728, 0.08621070276949908, 3)","(0.0999327347352107, 0.15175081325512535, 0.10395842849854854, 0.02882542717952587, 3)","(0.2586704878576206, 0.9247332419808176, 0.3604265747013796, 0.35880261713463, 3)","(0.49502425668334854, 0.5050310808931392, 0.5000276687882439, 0.007075893256884687, 2)","(0.3711650893081213, 0.6330752367089184, 0.5021201630085199, 0.18519844128867186, 2)"
A1AQHN3E11IE,3QI9WAYOGQB43ZJG2R8492A07RS6S9,"(0.37160442647213937, 0.44336992293791705, 0.4074871747050282, 0.05074586920617061, 2)","(0.06430661349957519, 0.49616830003403634, 0.2802374567668058, 0.30537232708317663, 2)","(0.5099786694609391, 0.6404735178531455, 0.5752260936570424, 0.09227379220803965, 2)","(0.1482543392727272, 0.8580511307421129, 0.5031527350074201, 0.5019021245124564, 2)","(0.6257619388785358, 0.7405567610621085, 0.6831593499703221, 0.08117219721110819, 2)","(0.424109930968523, 0.8087318647188445, 0.6164208978436838, 0.27196877754793536, 2)","(0.45384078730076133, 0.4864547353242454, 0.47014776131250335, 0.023061543808671172, 2)","(0.9116601616379036, 0.9649159443723699, 0.9382880530051367, 0.03765752510893857, 2)","(0.053131253416832, 0.4832697830906221, 0.26820051825372704, 0.304153871181948, 2)","(0.32764727316826103, 0.374232280860558, 0.3509397770144095, 0.03294057484085065, 2)"
AGUF6B4Q9991D,3QI9WAYOGQB43ZJG2R8492A07RS6S9,"(0.08192434004313853, 0.23663425754429576, 0.15927929879371716, 0.10939643178187959, 2)","(0.32466791547509893, 0.38967188124490904, 0.357169898360004, 0.04596474499985094, 2)","(0.40784428374394943, 0.6378627095876973, 0.5228534966658234, 0.16264758871196913, 2)","(0.2432462618063604, 0.743339863696691, 0.27195592687669795, 0.28080855620036776, 3)","(0.46825687910244024, 0.4904614323089494, 0.4793591557056948, 0.015700990145540123, 2)","(0.5931827503177233, 0.62272793855752, 0.6079553444376216, 0.02089160295579327, 2)","(0.5450176720923848, 0.5929079377583069, 0.5689628049253459, 0.033863531605198754, 2)","(0.15802332830977892, 0.9865741364867494, 0.5722987323982641, 0.5858738950195301, 2)","(0.655949961459594, 0.7454655795046551, 0.7007077704821245, 0.06329710054176753, 2)","(0.26660529110681264, 0.39269793938062697, 0.3296516152437198, 0.08916096665218433, 2)"
