WorkerId,HITId,prompt_1,prompt_2,prompt_3,prompt_4,prompt_5,prompt_6,prompt_7,prompt_8,prompt_9,prompt_10
A4GXHVTRGW5P8,3HXK2V1N4KFDVTROKP2KUBAL33J2GB,"(0.6187934993051339, 0.7381352868487369, 0.6784643930769354, 0.08438738725100588, 2)","(0.6391969049335573, 0.9146912192286945, 0.7769440620811259, 0.1948038978164295, 2)","(0.31723319720090837, 0.41475628952076515, 0.36599474336083676, 0.06895923990165245, 2)","(0.14807582680058123, 0.43472087194499137, 0.2913983493727863, 0.20268865521513646, 2)","(0.41102362979383616, 0.5969813398129803, 0.5040024848034083, 0.1314919577684584, 2)","(0.8415565473618463, 0.9574533680683809, 0.8995049577151135, 0.0819514278395521, 2)","(0.430394752998613, 0.4755349707785146, 0.4529648618885638, 0.03191895409640596, 2)","(0.24453952670886073, 0.396889652700088, 0.32071458970447436, 0.1077278072030217, 2)","(0.3134255983558098, 0.54286932954127, 0.42814746394853986, 0.16224121822198223, 2)","(0.29586757494947247, 0.32347118329812374, 0.3096693791237981, 0.019518698648548913, 2)"
A524WZ3LA2L2K,3HXK2V1N4KFDVTROKP2KUBAL33J2GB,"(0.05915106072447552, 0.3100484419987176, 0.18459975136159656, 0.17741123968096328, 2)","(0.22015273616709552, 0.4232618196604538, 0.3217072779137746, 0.1436198102587383, 2)","(0.6841262339661334, 1.0, 0.8420631169830667, 0.22335648196148003, 2)","(0.06737363352986107, 1.0, 0.5336868167649306, 0.6594664280444054, 2)","(0.38071348664463167, 0.6294895702829683, 0.5051015284638, 0.1759112557376995, 2)","(0.6822976562130764, 0.9764540896763105, 0.8293758729446934, 0.20800000883150235, 2)","(0.4197214145768727, 0.4972945101184835, 0.4585079623476781, 0.05485246189510497, 2)","(0.38435857075547886, 0.4793450670762756, 0.4318518189158772, 0.06716559566958644, 2)","(0.14554368293886236, 0.5530711031691576, 0.34930739305401, 0.2881654023643016, 2)","(0.4219905065026623, 0.4388655944230876, 0.4304280504628749, 0.011932489101651926, 2)"
A1JORZPYSL5A7P,3HXK2V1N4KFDVTROKP2KUBAL33J2GB,"(0.6519136340726885, 0.8844978940127296, 0.7682057640427091, 0.1644619074008577, 2)","(0.6065306597126334, 0.7165013318849133, 0.6615159957987733, 0.07776100802466183, 2)","(0.7592505210392112, 0.9457416090031758, 0.8524960650211935, 0.13186911293017634, 2)","(0.07264266197661745, 1.0, 0.5363213309883087, 0.6557406622994392, 2)","(0.5341952993984788, 0.8307018474412792, 0.682448573419879, 0.209661790787279, 2)","(0.521873921269267, 0.5885042532392443, 0.5551890872542556, 0.047114759568681726, 2)","(0.5543058126156657, 0.6520028108523781, 0.6031543117340219, 0.06908220995474952, 2)","(0.06697464321837217, 0.3316545618361329, 0.19931460252725253, 0.18715696529852216, 2)","(0.6729864884660303, 0.8343519768888821, 0.7536692326774561, 0.11410263111327784, 2)","(0.5442191092561398, 0.5767271163451793, 0.5604731128006595, 0.022986632255520154, 2)"
A2B7P6AGJ2J4FH,3HXK2V1N4KFDVTROKP2KUBAL33J2GB,"(0.602522176232596, 0.9256300845069498, 0.764076130369773, 0.2284717929957966, 2)","(0.6149353194855508, 0.6621082810064408, 0.6385218002459958, 0.0333563209800734, 2)","(0.5318170767931386, 1.0, 0.7822300650459109, 0.21397253824568999, 4)","(0.15813859795767055, 0.8801117367933934, 0.5191251673755319, 0.5105121023052763, 2)","(0.34154409950796244, 0.6417902439339496, 0.491667171720956, 0.21230608474873103, 2)","(0.5368713664810933, 0.6350178621432134, 0.5859446143121534, 0.06940005263238118, 2)","(0.40145310162592596, 0.4119437363297074, 0.40669841897781667, 0.007417998937994771, 2)","(0.25406637407730737, 0.4880217780091718, 0.3710440760432396, 0.1654314526154592, 2)","(0.39242591746953154, 0.6233473783356551, 0.5078866479025933, 0.16328613089993993, 2)","(0.5096626362206677, 0.6755173970340325, 0.5925900166273501, 0.11727702606320313, 2)"
A2ITLLWVR819O3,3HXK2V1N4KFDVTROKP2KUBAL33J2GB,"(0.07564206073814551, 0.7154225231237857, 0.6283179856785676, 0.26139790116031664, 5)","(0.32466791547509893, 0.6940165600510215, 0.5583149930546267, 0.15374740445155285, 5)","(0.4108838956562719, 1.0, 0.7753367209382661, 0.22084871739234774, 5)","(0.04334264033674369, 0.5847065326973129, 0.16621692209732003, 0.22121441629501762, 5)","(0.36680929006329116, 0.567740420976129, 0.3995703867986831, 0.09790758444499119, 5)","(0.21089086988218833, 0.5198707241967666, 0.43527713779415106, 0.12011543396039899, 5)","(0.36401730393337983, 0.52500844009281, 0.47972286952177173, 0.0602820700816476, 5)","(0.19894656347213785, 0.5423782837718303, 0.364339332653009, 0.14196752771314144, 5)","(0.05795053470733952, 0.6123505421852504, 0.3718668212829059, 0.2056468735744302, 5)","(0.24049423364490563, 0.6865065103648591, 0.5680859511835179, 0.1963851618878646, 5)"
AO6B0VEVBGGAP,3AA88CN98P38Y0GE31UU173JPZUKYC,"(0.37356870057280595, 0.6989307622784944, 0.588630987691727, 0.11904821128506154, 5)","(0.5179938711879339, 0.9635749534339606, 0.8049668513859519, 0.1818418568867373, 5)","(0.07536986019725947, 0.9771712800897451, 0.45799999482371084, 0.32379941347462354, 5)","(0.4261082723917018, 0.8007154428550834, 0.5686658363061537, 0.17079199867158468, 5)","(0.23356898886410005, 0.6870933369964279, 0.494129576179299, 0.1812439394773345, 5)","(0.09149272309346637, 0.7509071535037981, 0.439291121189358, 0.25680188575412527, 5)","(0.3084373683378487, 0.6724812869548744, 0.6458366918659133, 0.16161843534199655, 5)","(0.4045533557851106, 0.7350931977778221, 0.6458711830476888, 0.13462034470797674, 5)","(0.11556609345614183, 0.7598356856515925, 0.33251691257174015, 0.2815829979854917, 5)","(0.3279087662241279, 0.8587978562162707, 0.5196449388127059, 0.20364899445290147, 5)"
A1P5A9KCO7WQZE,3AA88CN98P38Y0GE31UU173JPZUKYC,"(0.43945627749994315, 0.7235018621883081, 0.6007325587319033, 0.14245714849276386, 3)","(0.4740221722809094, 0.6387001098424855, 0.48608551510895776, 0.09179284820126264, 3)","(0.7135298142122591, 0.832535927995211, 0.7730328711037351, 0.08415003005858314, 2)","(0.5192370296967944, 0.5484958806302164, 0.5338664551635054, 0.02068913190474901, 2)","(0.50299788935006, 0.5533084610417013, 0.5496558228816111, 0.028051910662505, 3)","(0.30725562459505645, 0.6535622742973303, 0.4804089494461934, 0.24487578037447208, 2)","(0.4684502884629142, 0.5484150528060592, 0.5084326706344867, 0.05654362712302206, 2)","(0.4238438775585834, 0.48617324069034545, 0.4550085591244644, 0.044073515337507745, 2)","(0.38866214714549, 0.6172104595958416, 0.5029363033706659, 0.16160806156238547, 2)","(0.3769911873438992, 0.5327622557696788, 0.49926061110773595, 0.08199268050777937, 3)"
AHQ4XY8PP5EGS,3AA88CN98P38Y0GE31UU173JPZUKYC,"(0.41787250798364006, 0.6554876128599265, 0.5592440076973668, 0.09538635474136453, 5)","(0.4339779190368832, 0.7341942160604097, 0.533239919393194, 0.15295173479580076, 3)","(0.43239742912795104, 0.7245028207401036, 0.5776703969916817, 0.10574793340409576, 5)","(0.3889191218874138, 0.7564267361402811, 0.5853118897961817, 0.1507347913970306, 4)","(0.534453810114035, 0.609382576250022, 0.5840466713530987, 0.03811316473670744, 3)","(0.4931826110889055, 0.6739372094377123, 0.5654380028863621, 0.08791305520858747, 4)","(0.336639450326269, 0.5384619389352532, 0.4862467974823628, 0.1047545513954349, 3)","(0.5647889198542151, 0.7158282560616609, 0.6480741798703862, 0.05508215138522198, 5)","(0.22280489870247583, 0.6699267475747619, 0.4621411312276757, 0.18941290627607218, 5)","(0.3864198149136354, 0.721043797692505, 0.6628613708502002, 0.13456397006773754, 5)"
A2WVY1WO8EBV8V,3AA88CN98P38Y0GE31UU173JPZUKYC,"(0.1716703553198944, 0.4091079730543533, 0.29038916418712385, 0.16789374960881515, 2)","(0.6347800657567894, 0.9011092846825796, 0.7679446752196845, 0.18832319673054285, 2)","(0.6490909455328476, 0.8664967103010721, 0.7577938279169598, 0.15372909053665892, 2)","(0.5426451706118738, 0.8272358419547845, 0.6849405062833291, 0.20123599356900423, 2)","(0.3453580083610131, 0.633871726314951, 0.4896148673379821, 0.20401000643057246, 2)","(0.5016510300541759, 0.5688002676490111, 0.5352256488515935, 0.047481681254814674, 2)","(0.4958232337681114, 0.6580702996637333, 0.5769467667159224, 0.1147260005224149, 2)","(0.34237452234266025, 0.6346683196242703, 0.4885214209834653, 0.2066829261565925, 2)","(0.5813316799020928, 0.5919814398339353, 0.586656559868014, 0.0075305174658145966, 2)","(0.7251966455169507, 0.8314643097834779, 0.7783304776502142, 0.07514258602371668, 2)"
A246JUOW5MUSPV,3AA88CN98P38Y0GE31UU173JPZUKYC,"(0.31761138952424, 0.844988489445517, 0.7238348098810832, 0.22348531178354802, 5)","(0.4319069967809001, 0.81903625881272, 0.7108383449420208, 0.19135065416252378, 5)","(0.2888439391083221, 0.6389431042462724, 0.589603932733623, 0.14255851143625303, 5)","(0.13661157552438222, 0.6237273423219725, 0.5412604031584164, 0.1964161987039284, 5)","(0.11492628210707759, 0.6106370987627743, 0.23934818779838288, 0.22106856342999123, 5)","(0.668740304976422, 0.7710955777402456, 0.6904573083274563, 0.04004973096561715, 5)","(0.4005274484725572, 0.8884527441277066, 0.649592048190811, 0.2070374361097161, 5)","(0.07617472370712347, 0.9394130628134758, 0.637180485789211, 0.3159668023712638, 5)","(0.2171185208108769, 0.6954430510497542, 0.41965971352197884, 0.19855903748146198, 5)","(0.6268737382648776, 0.7755304824730552, 0.7707713836060629, 0.06753760359503048, 5)"
A1EL3FI6DJV5WR,3SR6AEG6W5THWAF6XGRXOFNRXIQYHM,"(0.4328235178986107, 0.46799920953362967, 0.43892026789888045, 0.018797537467998685, 3)","(0.5703466433524282, 0.7345840883908067, 0.6181385628273357, 0.0710309549566147, 5)","(0.43158831149188975, 0.5527251091911687, 0.5033952939669684, 0.051476091732559674, 4)","(0.4378826865860793, 0.4750864796253395, 0.4564845831057094, 0.026307054343921756, 2)","(0.3972104640107057, 0.6522900159752747, 0.4546024983805995, 0.13381565556908587, 3)","(0.11741452152300066, 0.4228623961744048, 0.38486386444601733, 0.16646893782951747, 3)","(0.3939172993621323, 0.4599503822578888, 0.44635186656917625, 0.034868016633786365, 3)","(0.3560521565856293, 0.6161144860428727, 0.5517112873280815, 0.13543921308734574, 3)","(0.40335820725998883, 0.5890548730960056, 0.4532042792289045, 0.0961104108542077, 3)","(0.3733768114591882, 0.53758209779147, 0.46450794226738173, 0.08226794765420024, 3)"
A2B7P6AGJ2J4FH,3SR6AEG6W5THWAF6XGRXOFNRXIQYHM,"(0.50645294748998, 0.8801117367933934, 0.5969491792019646, 0.1949322501107676, 3)","(0.3740226448730958, 0.650891137493945, 0.5443328317802142, 0.13965218370834723, 3)","(0.535802786369768, 0.9071112036324318, 0.7214569950010998, 0.2625546997580737, 2)","(0.5261885907341067, 0.6649937132891207, 0.5955911520116137, 0.09815004342208018, 2)","(0.4395614735044849, 0.4402826596428755, 0.43992206657368016, 0.0005099556089537453, 2)","(0.42969435238201475, 0.5881948944188821, 0.5089446234004484, 0.11207680809601231, 2)","(0.33585059420764807, 0.6272607806056919, 0.5729613436917077, 0.15496764883173245, 3)","(0.24787507536429756, 0.4733643249467768, 0.3606197001555372, 0.15944497746443695, 2)","(0.41090802909713586, 0.7306019860765528, 0.6479379489213021, 0.16594213452275697, 3)","(0.3610611526765007, 0.4353768134881211, 0.39821898308231085, 0.05254910770825614, 2)"
AO6B0VEVBGGAP,3SR6AEG6W5THWAF6XGRXOFNRXIQYHM,"(0.4502877322857163, 0.9193227152249185, 0.6848052237553174, 0.3316578170500265, 2)","(0.4489165851177032, 0.668740304976422, 0.5588284450470626, 0.15543884297775198, 2)","(0.37635481334964044, 0.4591497693322866, 0.4177522913409635, 0.05854487482337079, 2)","(0.42483874876932987, 0.849735963421881, 0.6372873560956054, 0.30044770178809493, 2)","(0.35384387780522225, 0.4328015276270854, 0.3933227027161538, 0.05583148961559223, 2)","(0.15265280945577947, 0.5081327481546147, 0.33039277880519713, 0.2513622752297246, 2)","(0.4497332084013506, 0.6026080978557137, 0.5261706531285322, 0.10809887100632394, 2)","(0.47287080450158786, 0.4757415904104826, 0.4743061974560352, 0.0020299521835142457, 2)","(0.6246678781320611, 0.6377653239319149, 0.631216601031988, 0.009261292741299833, 2)","(0.33271889139709504, 0.38942772867468184, 0.36107331003588844, 0.040099203392186096, 2)"
A2KAGFQU28JY43,3SR6AEG6W5THWAF6XGRXOFNRXIQYHM,"(0.24557760683108337, 0.5208857468771991, 0.5002943867612601, 0.15335102111662754, 3)","(0.3917819031778947, 0.7071067811865476, 0.4455843148125805, 0.16868040718431743, 3)","(0.12829253381802458, 0.5258319852749682, 0.4007461372810167, 0.18647953342630985, 4)","(0.3120250659715356, 0.5200042849907364, 0.49172223809339605, 0.11280241087046379, 3)","(0.33335849911308557, 0.5676313298646581, 0.45049491448887186, 0.1656559072722053, 2)","(0.3970760458438437, 0.4845240735108502, 0.4086408700687673, 0.04750291792236812, 3)","(0.29336514225209653, 0.3414586749742392, 0.31741190861316787, 0.0340072631190442, 2)","(0.4020773993553553, 0.6524693083520907, 0.4378010552878959, 0.13543433006310301, 3)","(0.41162042119462466, 0.6359466205941174, 0.5553316803751275, 0.11363240319760466, 3)","(0.4979890027323766, 0.5428950529857046, 0.5297641930515562, 0.023089086714234815, 3)"
APF1EAZT104LQ,3SR6AEG6W5THWAF6XGRXOFNRXIQYHM,"(0.23763798560157828, 0.6756000774035172, 0.4566190315025478, 0.30968596501579626, 2)","(0.10445522730720386, 0.20403100964609883, 0.15424311847665134, 0.07041071093378828, 2)","(0.38076757144426504, 0.6872892787909722, 0.5340284251176186, 0.21674357784573503, 2)","(0.16068568378893033, 0.8408964152537145, 0.5007910495213224, 0.48098162085461055, 2)","(0.4985750630553594, 0.5637560315259289, 0.5311655472906441, 0.046089904809846226, 2)","(0.7016879391277372, 0.8668778997501817, 0.7842829194389594, 0.11680694134006926, 2)","(0.07610462252028802, 0.1521957733739312, 0.11415019794710961, 0.053804568756899644, 2)","(0.7019736899845093, 0.8418503548648442, 0.7719120224246767, 0.09890773826664301, 2)","(0.6580370064762463, 0.7406029135449256, 0.6993199600105859, 0.058382912783081414, 2)","(0.13884941053343905, 0.39811631946890474, 0.2684828650011719, 0.1833293894455429, 2)"
AFIB5BRZVGGCT,3KVQ0UJWPXL1RC0BHD80ELZLH1ZW54,"(0.5253188206245232, 0.5599981853789108, 0.5524797261743456, 0.018243265236176635, 3)","(0.09217514844057367, 0.9025139799587887, 0.6390712234210144, 0.3007531091284455, 5)","(0.5188719358286839, 0.6804267332499202, 0.5707272479905645, 0.06803672773754646, 4)","(0.37150115998267197, 0.8349950232057651, 0.6092196174422329, 0.18673401757803101, 5)","(0.45372665433045173, 0.7279660202821183, 0.5349658188535561, 0.11266400717223463, 5)","(0.4175606424627527, 0.6554913610595182, 0.6015094458886879, 0.09580387851407693, 5)","(0.04564884914430785, 0.5886863681467713, 0.5081327481546147, 0.23248521067002048, 5)","(0.384896337321261, 0.6334323002440795, 0.4653742987019118, 0.11599733540233026, 5)","(0.5868136174076833, 0.7958860093211859, 0.7322064462904148, 0.10716453587727176, 3)","(0.34055866969061743, 0.7605753377539738, 0.5591500696588099, 0.2075053268546504, 4)"
AO6B0VEVBGGAP,3KVQ0UJWPXL1RC0BHD80ELZLH1ZW54,"(0.1542676569628112, 0.16451929399933107, 0.15939347548107113, 0.007249002066786368, 2)","(0.6136763564135413, 0.7226568811456053, 0.6681666187795734, 0.0770608680553107, 2)","(0.17395797375642236, 0.7123622378038453, 0.4431601057801339, 0.3807093061276853, 2)","(0.33408905417082313, 0.43459820850707825, 0.38434363133895066, 0.07107070460249128, 2)","(0.5042387236869966, 0.6587849062247542, 0.5815118149558753, 0.10928065367894235, 2)","(0.4098866352301065, 0.4763100914774508, 0.4430983633537786, 0.0469684763423451, 2)","(0.4511645963849073, 0.6133644734172204, 0.5322645349010638, 0.11469263295717276, 2)","(0.43811296943537137, 0.5642431422367578, 0.5011780558360646, 0.08918750050009135, 2)","(0.27516173618244155, 0.4882269592914384, 0.38169434773694, 0.15065986409539636, 2)","(0.6885535574515413, 0.7830321446051661, 0.7357928510283538, 0.06680644965325232, 2)"
A394JO4NEPCY3M,3KVQ0UJWPXL1RC0BHD80ELZLH1ZW54,"(0.3309956207249989, 0.4068067679469877, 0.36890119433599333, 0.053606576290200006, 2)","(0.5507423075166649, 0.6706018256206298, 0.6106720665686474, 0.08475347804106534, 2)","(0.5174504903796388, 0.5468426790702192, 0.5321465847249289, 0.020783415937024, 2)","(0.39470212425350387, 0.4770763450353127, 0.4358892346444083, 0.058247370109774856, 2)","(0.7184455876763232, 0.8643306598574718, 0.7913881237668975, 0.10315632381317917, 2)","(0.38887668166926437, 0.5260525438020333, 0.4574646127356488, 0.09699798232919182, 2)","(0.42235499741892474, 0.8050304775850329, 0.6136927375019788, 0.2705924270192732, 2)","(0.5640435030395108, 0.6164797470468064, 0.5902616250431586, 0.037078023717511205, 2)","(0.4298377199480347, 0.45798935683195013, 0.4439135383899924, 0.019906213342117923, 2)","(0.4863074696882329, 0.5733294585650489, 0.5298184641266409, 0.061533838447136904, 2)"
