WorkerId,HITId,prompt_1,prompt_2,prompt_3,prompt_4,prompt_5,prompt_6,prompt_7,prompt_8,prompt_9,prompt_10
A17BWQR8J2PA7P,3JYPJ2TAYI8390WZB37E83I2DYAFPB,"(0.7373870203503604, 0.9671682101338347, 0.9333309921372167, 0.12405535899996958, 3)","(0.38620471891329106, 0.7424755936245742, 0.6909425058558367, 0.16643302082856543, 4)","(0.5682112769875698, 0.8032172076562347, 0.6884262282916759, 0.09606240394618017, 4)","(0.6272219562844655, 0.9064126192070304, 0.8092860671615799, 0.11659745427142668, 4)","(0.4620870954323965, 0.6463022991005072, 0.49333480493220405, 0.09858221178589785, 3)","(0.5626500496136232, 0.8802124648908128, 0.673286727884215, 0.161195855411544, 3)","(0.5907905314612135, 0.6078158503912592, 0.5993031909262363, 0.012038718467298985, 2)","(0.48604004109775384, 0.6367283634595889, 0.5613842022786714, 0.10655273458767807, 2)","(0.5493332716034033, 0.7562178244052197, 0.6527755480043115, 0.14628947020891073, 2)","(0.5339167916523465, 0.6878497438637415, 0.5614663637518142, 0.08208439911446358, 3)"
A2UETIA0LL3F48,3JYPJ2TAYI8390WZB37E83I2DYAFPB,"(0.49879172782702264, 0.5707260311901974, 0.53475887950861, 0.050865233708031136, 2)","(0.5208356737454621, 0.6828267746069693, 0.5811813950496456, 0.08186829466018124, 3)","(0.4825626803124851, 0.663701692390103, 0.5645946987683315, 0.09070353717206181, 3)","(0.6457847207863499, 0.7298000424033858, 0.6482209151681291, 0.04781851682829224, 3)","(0.6888350688677733, 0.7368371661636236, 0.7128361175156985, 0.03394260850907215, 2)","(0.45570540228394407, 0.908692920542892, 0.5637688158341524, 0.23658966977154403, 3)","(0.37150115998267197, 0.4310755799400664, 0.378344730690338, 0.03259981706464112, 3)","(0.5632032129297453, 0.6942129337181059, 0.6935192783689226, 0.07543905377890109, 3)","(0.38122118218174206, 0.7658522731520738, 0.5132101575337247, 0.19544402623240975, 3)","(0.4593073909658, 0.5816752925373126, 0.5681902261837045, 0.06709597871043388, 3)"
A2P4ZXMWYVCAWB,3JYPJ2TAYI8390WZB37E83I2DYAFPB,"(0.555814509123996, 0.8097260053351322, 0.670929336882152, 0.11299972030719074, 5)","(0.6082676621280427, 0.7648513749913387, 0.7062145933038128, 0.05990162121781228, 5)","(0.5888640848064542, 0.817342857216321, 0.6859095923640117, 0.09164236253549446, 5)","(0.6215376619548365, 0.8257149106791399, 0.7225840334031103, 0.08525240170916633, 5)","(0.6471452826101664, 0.8089512420154694, 0.7280482623128179, 0.11441409113188503, 2)","(0.51646155199069, 0.6566807449251142, 0.6350950257465748, 0.0620593871232287, 5)","(0.6409696348583733, 0.9128709291752769, 0.7190684279557601, 0.12192586992327666, 5)","(0.5710184152640443, 0.8045737225202857, 0.6830755858412112, 0.08530677528476034, 5)","(0.45335449521695886, 0.7055541164355177, 0.6223329772884783, 0.1017143877730353, 5)","(0.5804500699775399, 0.7321586354191948, 0.6881419369575602, 0.0673378645681084, 5)"
A3S9E79CGG0H4D,3JYPJ2TAYI8390WZB37E83I2DYAFPB,"(0.8325936079593813, 0.848918592908638, 0.8407561004340096, 0.01154350756038775, 2)","(0.30216701958480496, 0.6049699101067563, 0.575387480281128, 0.16694017431700298, 3)","(0.575460988743858, 0.7344112539787184, 0.6549361213612882, 0.11239481041897015, 2)","(0.6524286519294541, 0.800737402916808, 0.7907013127410419, 0.08288097635903495, 3)","(0.46600837478494145, 0.68190432761359, 0.5253819788848316, 0.11153141034641884, 3)","(0.5114108810917257, 0.9621954581957615, 0.8705894364754816, 0.23826023336464217, 3)","(0.6416098110584973, 0.8469620065594706, 0.7863503941633413, 0.10550918455428324, 3)","(0.5843277622553084, 0.7050672655262795, 0.6974098411960624, 0.06760697741981074, 3)","(0.3320360407972623, 0.5310107062815961, 0.43152337353942916, 0.1406963352482973, 2)","(0.5688935303803258, 0.6347413100947084, 0.601817420237517, 0.046561411562117926, 2)"
A1MC4JNAU3Q1GY,3JYPJ2TAYI8390WZB37E83I2DYAFPB,"(0.3865584077322271, 0.6522154396345297, 0.6022774485691839, 0.10311373292197393, 5)","(0.36714809379104224, 0.5254782467732296, 0.49173670683545573, 0.07306184097600864, 5)","(0.325962298278404, 0.7009376520446488, 0.543424347697146, 0.13473856681135507, 5)","(0.39238975366634377, 0.7725039773573084, 0.7441639237516791, 0.17677211826552444, 5)","(0.026310949812592712, 0.8329225171112895, 0.5353883424781591, 0.3107372917974391, 5)","(0.46123826364384685, 0.7234411002930288, 0.5611148373547801, 0.09557505373726947, 5)","(0.25413699712070215, 0.5503070431310736, 0.31461626389034086, 0.11751297663537406, 5)","(0.4640450659983947, 0.6548005693306422, 0.6139645902815817, 0.08190352756749993, 5)","(0.4516229064601525, 0.7598356856515925, 0.6530254442491474, 0.1362821077257622, 5)","(0.06659471376330942, 0.7171491134063065, 0.5173529893173763, 0.23873745400605473, 5)"
AO6B0VEVBGGAP,3P6ENY9P79WV6A01TY5U2RT37ZSIH0,"(0.44608664868255027, 0.9071112036324318, 0.842388287839267, 0.20257813375032227, 5)","(0.3680375212918119, 0.7000700175052517, 0.5450176720923848, 0.14034847695787378, 5)","(0.30948143233314723, 1.0, 0.6849892179578628, 0.2572998599948072, 5)","(0.47735349332944554, 0.8635800047213176, 0.5520187497812208, 0.15932388711880488, 5)","(0.4792365811426396, 0.8637155788123837, 0.6434588841607617, 0.16004568828350874, 5)","(0.32190982982259064, 0.6831806688667496, 0.6540058186817467, 0.1579644400660238, 5)","(0.5007127601841234, 0.8468395158473866, 0.7282376575609851, 0.14906326271920992, 5)","(0.09169923473958339, 0.7765453555044466, 0.684694991173804, 0.27997200221638713, 5)","(0.307761114832609, 1.0, 0.5918821883387649, 0.2515502168492459, 5)","(0.11643871270855591, 0.7722901523168983, 0.5244272968763495, 0.26343287303064644, 5)"
A31EI07AMHO3MA,3P6ENY9P79WV6A01TY5U2RT37ZSIH0,"(0.3770063804549471, 0.9133997866119973, 0.6429031880557969, 0.19709375596623493, 5)","(0.35837857390546396, 0.694494334391403, 0.5163977794943222, 0.12986558928273192, 5)","(0.5552630586400378, 0.9585703063390335, 0.7285287064100554, 0.16330408217262413, 5)","(0.4270576498712898, 0.8028483132403073, 0.5238480005327698, 0.17525806072255812, 5)","(0.38320310494941245, 0.8985396083419646, 0.5915463685222677, 0.23125952512980877, 5)","(0.4584025743925, 0.9034981711457799, 0.6099654752037482, 0.16562869424440702, 5)","(0.45204903978020305, 0.626019102687924, 0.49733697610284616, 0.08564083725267563, 5)","(0.426155418700274, 0.6796742357321446, 0.45227005798162445, 0.10423202454196046, 5)","(0.25510012742866267, 0.9756903393151889, 0.6495783137769184, 0.2801967969239963, 5)","(0.33259048337879044, 0.8085298080223223, 0.5410253280093151, 0.18472817706440378, 5)"
A3OP9SCMH0KPJL,3P6ENY9P79WV6A01TY5U2RT37ZSIH0,"(0.4495722771653879, 0.8591590751631022, 0.6166811034211263, 0.196803211970612, 4)","(0.5067123726388676, 0.7685722987628452, 0.723171045029107, 0.1399322762405653, 3)","(0.5166410155564137, 1.0, 0.749672323711091, 0.19653768844426356, 5)","(0.6590855137253188, 0.7790790721150783, 0.7190822929201985, 0.08484825883610293, 2)","(0.06977154325438402, 0.9496801798011606, 0.7273175602617628, 0.33360141011400746, 5)","(0.4770302816566896, 0.7516604039005242, 0.585720003020562, 0.11335590457450256, 4)","(0.47933871661472544, 0.6665940647960922, 0.616879213911892, 0.08565852293140275, 4)","(0.41374412020518814, 0.5704921351496766, 0.5584158328829079, 0.06934157047418973, 5)","(0.4865358948771074, 0.7654202929914735, 0.6261301819870777, 0.09965676831724825, 5)","(0.419850169785082, 0.7923161115201082, 0.6394461228745139, 0.1872264643839647, 3)"
A3A7JCGHWN2I36,3P6ENY9P79WV6A01TY5U2RT37ZSIH0,"(0.981643576691373, 1.0, 0.9908217883456865, 0.01297995139986093, 2)","(0.3173802932933482, 0.6357834457649237, 0.47658186952913595, 0.22514502826382526, 2)","(0.5029593783304218, 0.7807188781364414, 0.6418391282334316, 0.19640562585181995, 2)","(0.8014533978728776, 0.8065978233496266, 0.8040256106112521, 0.0036376581399180426, 2)","(0.26591479484724945, 0.4591497693322865, 0.36253228208976795, 0.1366377608207792, 2)","(0.831173435395861, 0.9036020036098448, 0.8673877195028529, 0.05121473173574038, 2)","(0.588979818781874, 0.8468395158473866, 0.7179096673146304, 0.18233434038973284, 2)","(0.5437427682227519, 0.5979362364990721, 0.5708395023609121, 0.03832056891420406, 2)","(0.7559696716574793, 0.8725129388059689, 0.8142413052317241, 0.0824085345023324, 2)","(0.7241577342575827, 0.7636066981663598, 0.7438822162119713, 0.027894629890679708, 2)"
A3ESTJCYXNAS14,3P6ENY9P79WV6A01TY5U2RT37ZSIH0,"(8.07337603138401e-06, 0.8354534340417261, 0.6786502681586726, 0.43178418878639013, 5)","(4.0194972443398975e-07, 0.6899430772440438, 4.0194972443398975e-07, 0.33208822538150345, 5)","(2.001189841083912e-08, 0.8063420837901569, 0.6480443434988435, 0.38996739408092523, 5)","(5.965462840365855e-05, 0.6510026940532961, 5.965462840365855e-05, 0.32097881261325645, 5)","(0.024066394763145416, 0.7845780090652215, 0.024066394763145416, 0.37624339482635183, 5)","(8.07337603138401e-06, 0.607179518665552, 8.07337603138401e-06, 0.319014978833485, 5)","(1.478690400037914e-07, 0.6974368520599156, 0.6504011927452344, 0.3671862225883464, 5)","(8.07337603138401e-06, 0.7992014579813278, 8.07337603138401e-06, 0.3836480300024535, 5)","(2.9700290627924664e-06, 0.8100821283038844, 0.4953160786519041, 0.40293459811158905, 5)","(5.965462840365855e-05, 0.6192596340984008, 5.965462840365855e-05, 0.3112071404584628, 5)"
A3F7G1FSFWQPLE,3X0EMNLXEPPS5XIPBICIQPLO1SYPV9,"(0.4338381854179811, 0.4825198378638262, 0.45817901164090363, 0.03442312656382375, 2)","(0.3561693754184905, 0.5389224507764412, 0.44754591309746583, 0.12922593886830308, 2)","(0.5005785593748554, 0.7464279160504622, 0.6237165548316992, 0.10667700582081277, 4)","(0.4122876875268471, 0.44773347804874486, 0.43001058278779597, 0.025063958842551772, 2)","(0.4685773628710918, 0.5428301309085696, 0.5057037468898307, 0.05250463580117226, 2)","(0.642541279035907, 0.7761561018198767, 0.7093486904278918, 0.09447994725758381, 2)","(0.3070898761263382, 0.6873993358000713, 0.6403951362944803, 0.20733912492349382, 3)","(0.4113670167202639, 0.6051601121579717, 0.4942022435131551, 0.08088012431154097, 4)","(0.20033640990022636, 0.5419642316694009, 0.37115032078481364, 0.24156734941497254, 2)","(0.3732677393249305, 0.4083049273757386, 0.3907863333503345, 0.024775033264434664, 2)"
A2WVY1WO8EBV8V,3X0EMNLXEPPS5XIPBICIQPLO1SYPV9,"(0.4799235447423895, 0.5912723140736851, 0.5355979294080373, 0.07873546987093576, 2)","(0.38322658337399035, 0.5296074933406222, 0.4133472428945828, 0.07729927852874871, 3)","(0.5281472426963344, 0.5664223946468296, 0.5595989196202746, 0.02041549676756783, 3)","(0.248209603483161, 0.41820888037800563, 0.3332092419305833, 0.12020764148915421, 2)","(0.44085253835399685, 0.5327280916098797, 0.48679031498193825, 0.06496582673250052, 2)","(0.5045359696048353, 0.8469501110869272, 0.6757430403458813, 0.2421233614161571, 2)","(0.29266575603174894, 0.46866423649424754, 0.3806649962629982, 0.12444971901356086, 2)","(0.35691798647837286, 0.5026495962302198, 0.42978379135429634, 0.10304780948876253, 2)","(0.5009233649668318, 0.6109195241300476, 0.5559214445484397, 0.0777790300487847, 2)","(0.10877071272111838, 0.35020066094426927, 0.22948568683269382, 0.17071675357010704, 2)"
AO6B0VEVBGGAP,3X0EMNLXEPPS5XIPBICIQPLO1SYPV9,"(0.540785378808267, 0.6238986072117501, 0.5823419930100086, 0.058769927410409206, 2)","(0.2990228066341661, 0.8344522897223012, 0.5667375481782336, 0.3786058183388282, 2)","(0.5181404566409726, 0.6104735835807844, 0.5643070201108785, 0.0652893801872992, 2)","(0.3812818135681741, 0.6214211316495574, 0.5013514726088657, 0.1698041402448594, 2)","(0.488923022434901, 0.5623413251903491, 0.5256321738126251, 0.051914579741584324, 2)","(0.6527183147010877, 0.8941117890616086, 0.7734150518813481, 0.17069096265450534, 2)","(0.16394325961861703, 0.5586536422204545, 0.3612984509195358, 0.279102388142496, 2)","(0.47884827535311714, 0.6993284204407536, 0.5890883478969353, 0.1559030057084616, 2)","(0.5749089871602278, 0.5953135331628959, 0.5851112601615618, 0.014428192845519522, 2)","(0.5931827503177233, 0.5988798383266807, 0.5960312943222019, 0.004028449564150349, 2)"
AL7UTA8J27TFK,3X0EMNLXEPPS5XIPBICIQPLO1SYPV9,"(0.1315583108973614, 0.6564646248547344, 0.4481501736040872, 0.21763024328545635, 5)","(0.26867067895274827, 0.5460241725418133, 0.36309413681404423, 0.11057049873406607, 5)","(0.44137206750839075, 0.7178403422697396, 0.5916671539024306, 0.12729072741807676, 5)","(0.5418397709351257, 0.729341967666951, 0.650670250193603, 0.07528431158521123, 5)","(0.4524955559739196, 0.7256019063457981, 0.5097796934339273, 0.13077536252366723, 5)","(0.3916038511928213, 0.9185556534680707, 0.46085172931785007, 0.21887887715631688, 5)","(0.46617386294101876, 0.7475965801481173, 0.5643673671127243, 0.10909973436243375, 5)","(0.035617249382866124, 0.7077990059813023, 0.6129880131515633, 0.27381757125209044, 5)","(0.06541924356118012, 0.5141708532663253, 0.1573579057250069, 0.17347300307000305, 5)","(0.006727229448604617, 0.5348421935699204, 0.44588192733265836, 0.21622427710592176, 5)"
APF1EAZT104LQ,3X0EMNLXEPPS5XIPBICIQPLO1SYPV9,"(0.16972225109795133, 0.7598356856515925, 0.46477896837477195, 0.4172732112421636, 2)","(0.6803749333171202, 0.6917601652777826, 0.6860675492974514, 0.008050574724766219, 2)","(0.5040687342180018, 0.7470458356645703, 0.625557284941286, 0.17181075610592025, 2)","(0.5081327481546147, 0.5154486831107657, 0.5117907156326902, 0.00517314721821409, 2)","(0.1768796183625973, 0.6223329772884784, 0.3996062978255378, 0.3149830907988156, 2)","(0.6076795808137692, 1.0, 0.8038397904068846, 0.2774124288045327, 2)","(0.21239529438966132, 0.7419446627365011, 0.4771699785630812, 0.37444794933110326, 2)","(0.49710454375314006, 0.8408964152537145, 0.6690004795034272, 0.24309756365487037, 2)","(0.13512001548070346, 0.3760603093086394, 0.2555901623946714, 0.17037051562681274, 2)","(0.19216515629478678, 0.44833867003844585, 0.32025191316661633, 0.18114202872852656, 2)"
A3GNQDFPZALU92,38VTL6WC4AD5GHVBWEQOZIK1S9ZY55,"(0.42613372460770943, 0.7788497188622325, 0.5385734592269059, 0.18017766577674335, 3)","(0.2764609087852109, 0.8113449257895087, 0.6291601404922192, 0.2719341083446464, 3)","(0.37510370935987974, 0.5354778392610685, 0.416614822860679, 0.08323806296144298, 3)","(0.20694090993410683, 0.7026585252047484, 0.5382703495297516, 0.25250037093508376, 3)","(0.4137878494369148, 0.6602774771955281, 0.5370326633162215, 0.1742944872802633, 2)","(0.2879386475887027, 0.677484584057319, 0.5216321450073648, 0.15416185897636278, 5)","(0.33530129945951187, 0.5959957308059998, 0.5354528665399225, 0.13643537832575628, 3)","(0.557342239650556, 0.6618409974442498, 0.635604535478902, 0.05436501519851377, 3)","(0.37160442647213937, 0.7773880538202281, 0.7155095240254269, 0.2186168721746162, 3)","(0.34094090053981174, 0.5900468726392808, 0.5696812326387236, 0.13831768033345934, 3)"
AQS3LUWLIDCH5,38VTL6WC4AD5GHVBWEQOZIK1S9ZY55,"(0.09878765474230743, 0.942663041142413, 0.5578002860768766, 0.30094137110642, 5)","(0.015744053406497194, 0.9740037464252967, 0.5891799940208282, 0.35233227552989366, 5)","(0.6453992138542418, 0.8801117367933934, 0.8505050670171879, 0.11749215392007448, 5)","(0.5347151807567366, 0.9725766308764144, 0.6320308484717018, 0.16919596922494667, 5)","(0.42875620975530926, 0.7342409274555032, 0.6479116822176956, 0.14188975485233205, 4)","(0.40293516672844226, 1.0, 0.892539918891974, 0.267328847853001, 5)","(0.3660725865186418, 0.7285505954775419, 0.5810389973777979, 0.14930244557894898, 4)","(0.2530217068215307, 0.6581003334593466, 0.5471936168378839, 0.20933470256712572, 3)","(0.43771210980945036, 1.0, 0.6537550744226682, 0.21858379053331037, 5)","(0.1497598550050754, 0.9671682101338347, 0.6581940958232195, 0.36012086450800906, 4)"
AFIB5BRZVGGCT,38VTL6WC4AD5GHVBWEQOZIK1S9ZY55,"(0.631196907822589, 0.7707713836060629, 0.6592044598657874, 0.05619798061658924, 5)","(0.5231164870192819, 1.0, 0.5776647167514165, 0.196571641734681, 5)","(0.4933885363281902, 0.9621954581957615, 0.7080402575173241, 0.16958797911236048, 5)","(0.18575057999133604, 0.7311104457090247, 0.6339162325044334, 0.2214650551650912, 5)","(0.3191159905793865, 0.8507381721501912, 0.3468818207253737, 0.22941781865492195, 5)","(0.5266403878479267, 0.708469839096418, 0.5954511769836107, 0.06541445448181797, 5)","(0.2811549025481633, 0.9526201829549016, 0.47678146894276907, 0.286386084150155, 5)","(0.3775584206975751, 0.8941117890616086, 0.7681594144607784, 0.2039421761141482, 5)","(0.5188020580226137, 0.7419446627365011, 0.6431243381867637, 0.0926079165759599, 5)","(0.14601394329159476, 0.7645184689821309, 0.6298320144712208, 0.23594001188014696, 5)"
