WorkerID,AssignmentID,Prompt1.0,Prompt2.0,Prompt3.0,Prompt4.0,Prompt5.0,Prompt6.0,Prompt7.0,Prompt8.0,Prompt9.0,Prompt10.0,Median,Size
AQS3LUWLIDCH5,"['3R6P78PK7KB91CIUT6RHJIF0QYVTGS', '3YMTUJH0DSGTPWPAY5PGATIX0UD4T9', '3PS7W85Z8Z2UM2VMF0L7R1TDMKVT9U', '3LRKMWOKB5HF8UJM0JVA32MG1A2Z2J']",4.75,5.0,4.75,5.0,4.75,4.5,5.0,4.75,4.75,4.5,4.75,4
A148ADVOTXXSI9,['3RUIQRXJBBO14ROQVOM6AJARS4CLL8'],5,5,5,5,5,5,5,5,5,5,5.0,1
A1P80D7MXV5E8S,['3Q5ZZ9ZEVOFSNV1M9CXVOPSOMF2589'],2,2,2,2,2,2,2,2,2,2,2.0,1
AOBO0RJIK73FY,['3DOCMVPBTNEHGRUWJEI003I52W7NND'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3ESTJCYXNAS14,"['3WYP994K17R3L5SIRZ5UF8UQBPEY6U', '3FTOP5WARFOIC5B43AOAWK5BLHV0JB', '388U7OUMF71ZATUHBFXJYBR2VYTR0Y']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.333333333333333,5.0,3
A3SUVV47J8412W,['31QTRG6Q2TDBVBAN6V43L8L76UFYPB'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2OBQ9KZ4GIHUG,['30JNVC0OR9KA9SLDW8F4ZDGELWPQH0'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1RI7QA7FX6I6I,"['3JMSRU9HQIUQUQQSS618KXI9A2QVEL', '352YTHGROVD3KNYFYB8RWAF9PZRH4J']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
A2RXT3RD9SGVLJ,['3AUQQEL7U5TR30BYKZ2TZ8G5G2K0VA'],5,5,5,5,5,5,5,5,5,5,5.0,1
AJTPDPN27UCUS,"['33SA9F9TRXU39FQXIG646Z1NHCYEWM', '30BXRYBRP4XFTPHZ8HEAR2Y09X5HWU', '31QTRG6Q2TDBVBAN6V43L8L76WGYPG']",2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.0,2.0,2.0,2.0,2.3333333333333335,3
A3F7G1FSFWQPLE,"['3D3VGR7TA0FVRLTEU2F209P9Y7D3RZ', '3IO1LGZLK9XO6Z10EV70GV6OI6Q86X', '3H0W84IWBK2Y1J9BJMWYJ0T6PXHREU']",2.3333333333333335,2.0,2.6666666666666665,2.3333333333333335,2.3333333333333335,2.6666666666666665,2.3333333333333335,2.6666666666666665,2.0,3.3333333333333335,2.3333333333333335,3
A3IKHVXCIXSMLK,['3DHE4R9OCWBFHDOHAR7LIV6AQLW2GN'],2,5,5,3,2,2,2,2,2,2,2.0,1
A36WD11HEE3ZC4,['3M68NM076H7UO4GWD4D07C1T8196R8'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3Q9EVT6JBTZA4,['3GA6AFUKOOOI2RFBYX38M5N3BZW3HL'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1DDY2N2OYOL2V,['31QNSG6A5RT7AZF5X5CSM96KDIH875'],0,4,3,0,0,0,0,0,0,0,0.0,1
A2SMIHP3I6PKL8,['3483FV8BEEJDKKZBYEYZ64TLW6Y62S'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3TKHMWW3PCU7F,['34T446B1C0EV4R5YTI7O9GSGVVC0CJ'],2,3,3,3,3,3,3,3,3,2,3.0,1
APMHXF1RYNL1,"['3MAOD8E57QAMSL80LK59Y59346HNXP', '3B2X28YI3WF78XZ7H7RA7XWPQCMB6A']",2.5,2.0,2.0,2.0,2.0,2.0,2.5,2.5,2.0,2.0,2.0,2
A3LNJ3N1ARLIKJ,['3SB4CE2TJVVF82EBCG04CZP350XAX9'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2UUVFAMCY7H3L,['36V4Q8R5ZK0W16MON5VHRIOA2IYQMJ'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3C81THYYSBGVD,"['3DL65MZB8DFUVHKS1P63U5UKPXKECJ', '3U088ZLJVKT4IPB3A97PLAZJNCQ0WQ']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A1L3XBD6D9A54J,['345LHZDEDXSN7DLVYWA75KCT59AU3T'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3I97794CB5SUO,['3I33IC7ZWF2E7MBEORFBM9V7SPX2AN'],5,5,5,5,5,5,5,5,5,5,5.0,1
A1RZL0QPWH1G5U,['3YZ8UPK3VTMBKDHERPL8YNGNBJSCU8'],5,4,5,5,5,5,5,5,5,5,5.0,1
A2BXBZ1R6JTBQZ,['35LDD5557A4AQ3OTA0BKVWC136AKMD'],2,3,2,2,2,2,2,2,2,2,2.0,1
A31EI07AMHO3MA,"['3FFJ6VRIL1OMHURYLS3AKJQB80X0IM', '3I7DHKZYGN012AB9HQ31YH9A9GA5FF', '3J88R45B2GYMV6KD1ZI12UEY4L8PXD']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3
A216919JY0XSVF,"['3180JW2OT4CH7CX50GUMDF122OG5J9', '3DPNQGW4LLFNNYEY2SHNZJQJGM246Y']",3.0,2.0,3.5,4.0,4.0,4.0,4.5,3.5,3.0,2.5,3.5,2
A31VJO7VTSJ3N4,['3BC8WZX3V3WNANEG5SGYI7SP4M7RR7'],3,3,3,3,3,3,3,3,3,3,3.0,1
ABSVAVFDGJ9MN,['3AUQQEL7U5TR30BYKZ2TZ8G5G3SV0F'],5,4,5,5,5,5,4,4,4,4,4.5,1
A3JGVZEXXELM3C,['3I3WADAZ9Q4V8NO2GTMRLBIO1H6O5P'],3,3,3,3,3,3,3,3,3,3,3.0,1
A37HYKTBF03Y4H,['3B837J3LDOWZB2ETKHG38HXLQOFSRL'],2,2,2,2,2,2,2,2,2,2,2.0,1
A33B85TN97HQ33,['3G5F9DBFOPX2E0HUI79E50FM2JDVHY'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3PY52ERZ3DNJY,['3TEM0PF1Q5X59JBCTE2ZTMAYGUDD0J'],2,3,2,3,3,3,2,2,2,2,2.0,1
A2MWBFGSAZMBUR,['3JWH6J9I9SDFFI5ZGODR98IBL5SBN7'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1WRNCU7LFNGRV,"['3TUI152ZZBNZ5H0ZUJCJ7Q0741WQ1S', '37QW5D2ZRGMTTXZXL8A3H02G0VMS82', '3JWH6J9I9SDFFI5ZGODR98IBL21NBM']",2.0,2.0,2.0,2.0,2.3333333333333335,2.0,2.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.0,3
A9VK6DKXQWNVB,['3JZQSN0I3QAZI70TYMMS2E0ZZOFFGW'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2VNK2H6USLQTK,['3E4GGUZ1T8RKJZK00IS0GNY3X2Z2KC'],3,5,5,5,5,5,5,3,3,3,5.0,1
A2J8UU79144B7F,['3I2PTA7R3TU1BIML2TI1C5W6D8EKQ9'],2,2,3,2,2,2,2,2,3,2,2.0,1
A3R9AQFDIBMT2Q,['3VZLGYJEYLAG9AMJO8G3TSGCEJWZXN'],2,3,3,3,2,3,2,2,2,2,2.0,1
A2FPJM7I9VHXPT,['3WETL7AQWT86MYVGXV2ZX8KD6PP53O'],2,3,2,3,2,3,3,2,2,2,2.0,1
A3P1MSKTD4R297,['34S9DKFK73PBSQYAQGRBHJGC6CEYN9'],2,2,2,2,4,2,3,4,3,3,2.5,1
A2VNR6984SDFGQ,['3TS1AR6UQQEGPEPS5JIYW1N60NT7FM'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2FV2V5G0MFT11,['3C6FJU71TQTONGIJNH3XVE86EAOYUM'],2,3,2,2,2,2,2,2,2,2,2.0,1
AN39ZNNADSWSU,['39KFRKBFINVTABYMRVROW8GHWM1YO6'],2,2,2,2,2,2,2,2,2,2,2.0,1
A7L1ROE2H64XY,['3MB8LZR5BFTQKL68AOA5VJXC319LK1'],5,5,5,5,5,5,5,5,5,5,5.0,1
AZAVMAF8I7K7F,['32RIADZISS4SAWCV95KQ0OMBYBC4SX'],5,5,5,5,5,5,5,5,5,5,5.0,1
A4LODOUXKNZY0,['3TXD01ZLD4H8P94ZYAFQFP4ZJ734UH'],2,2,3,4,3,3,3,3,4,2,3.0,1
AGKL1HOKIR138,['3I3WADAZ9Q4V8NO2GTMRLBIO1HOO57'],3,2,3,3,3,3,2,3,2,2,3.0,1
A3OK67ZUPCJR1K,['3XC1O3LBOSMPN4WV4XOXWAK8ME9LTG'],5,2,4,3,3,5,4,5,3,5,4.0,1
AJWBU88HV78UB,['3R9WASFE2ZGZ9OVYOEAHNLG5AEAZF6'],5,5,5,5,5,5,5,3,3,5,5.0,1
A34QZDSTKZ3JO9,['3OJSZ2ATDSWONHW3Z75PAPWTBRD75X'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1O2W62UGPV9TE,['3XC1O3LBOSMPN4WV4XOXWAK8ME6TLL'],2,2,2,2,2,2,2,2,2,2,2.0,1
AGCU8OJR2LRQ2,['3M81GAB8A0J0IFIRWG58D2DGQEMQBC'],5,5,5,5,5,5,5,5,5,5,5.0,1
ATFC96E4R8CUV,['386CSBG1OZMUC31W0PO02MROCE2Q6K'],2,3,2,2,2,2,2,2,2,2,2.0,1
A2IAPSVP9CMXWY,['3TVRFO09GKFW4L5F97PULD5EZCKXL2'],5,5,5,5,5,5,5,5,5,5,5.0,1
AC7QPNOH2LELF,['3RANCT1ZVFHSA8P8DPPDN3A5T0ZUBU'],5,3,5,3,4,4,3,3,4,2,3.5,1
A1PUYLIDAH0PDD,['3AMYWKA6YBMRRROGLCWWDHWOXE66OG'],2,5,5,5,5,5,3,2,2,2,4.0,1
A1UUBII7J1ZKNN,['3OVHNO1VE612B4H2X8FRZLDKY2ADZR'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1QEQ64E22TNUZ,['3LEIZ60CDJZQ8E4LLSAPDPUU7G49ZD'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3ILNJMBARBMU,['388U7OUMF71ZATUHBFXJYBR2VVT0R1'],3,3,3,3,2,3,3,2,3,2,3.0,1
ARFQ8FJRKCUZ6,['3OJSZ2ATDSWONHW3Z75PAPWTBRA75U'],2,3,3,2,2,2,3,3,3,3,3.0,1
AFCRGIM00ZP6W,['30JNVC0OR9KA9SLDW8F4ZDGELQ3HQT'],2,2,2,2,2,2,2,2,2,2,2.0,1
AJKA9BKC011F2,['37XITHEISW9J4LPXNVQ3TCT34LFRCC'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2SCNPXHXLGYJJ,['36PW28KO4ZW622NUHBACOA4WPTDAEP'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3MR4NQ3RHAMWF,['3I33IC7ZWF2E7MBEORFBM9V7SQ9A29'],2,2,2,2,2,2,2,2,2,2,2.0,1
A5SPTV3W3DP4B,['3HMVI3QICJS8EJRLLTTDKC393D91Y8'],5,5,5,5,5,5,5,5,5,5,5.0,1
A15JE1E9ABEFQL,['3AMW0RGHOD2HJC69ZTVS4SN02B6PN9'],2,3,3,3,3,3,3,3,3,3,3.0,1
