WorkerID,AssignmentID,Prompt1.0,Prompt2.0,Prompt3.0,Prompt4.0,Prompt5.0,Prompt6.0,Prompt7.0,Prompt8.0,Prompt9.0,Prompt10.0,Median,Size
AHQ4XY8PP5EGS,"['3C6FJU71TQTONGIJNH3XVE86E9EUY6', '32XVDSJFPZXF9NK3LU5GV0Q7M8G2M5', '30IQTZXKAK6J7PGTKE3BNTDQWFS0XH', '3TPZPLC3M0CAF8DZHABDVEPUXSN3PB', '3EG49X351UCEL028M3JSWUNH9HT6X1', '3EICBYG644W26X6KFQHURL7CU50JCT', '3A1PQ49WVHHMSO1WBTPPYC86DGPH1G', '37KGEN7NJ3QHMXIMF88K8HSV2MMPPC']",4.875,4.625,4.625,4.75,4.875,5.0,4.25,4.75,4.875,4.375,4.75,8
AC7QPNOH2LELF,"['3G5W44VEU7IAYTS7ZXDPIRS47MSGKZ', '31EUONYN2V3C6H3HMK44P9CNE6TVOQ']",3.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,3.5,4.0,4.5,2
A2HCDVHNSINSEB,['3OONKJ5DKCJXX35BH3D4OXIGBF1OB3'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3ESTJCYXNAS14,"['3IRIK4HM3AKQI2RDV7N5IH2780H6CD', '3L70J4KAZGM1AW9ULGZSISMBPJWDAN', '3QAPZX2QN4DI69DWWPIIX3JUJ6502K', '3X4MXAO0BGOSIJV24MQ45606W2MRWC']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,5.0,4
A524WZ3LA2L2K,"['3AAJC4I4FGSFEQHU74122J8X3M8ZJS', '3L0KT67Y8EG883QFYC8XGDQITB8SY1', '3AMW0RGHOD2HJC69ZTVS4SN0273PNY']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
ATJVY9O4CY5EX,"['3DEL4X4EL6LG4KCESMEKFL7A8QOXYS', '3VZLGYJEYLAG9AMJO8G3TSGCEKWZXP', '3Z7ISHFUH0VQU9LBG04BDTZJNBS8ZV', '3IXEICO792J74JTOHTIV7R2BWKAT68', '3U0SRXB7CD52VPMOCLZH9NNF3P8RN9', '3YJ6NA41JBGL0MFOKV30BL6JTNEPJA']",2.0,2.0,2.0,2.0,2.0,2.1666666666666665,2.0,2.0,2.0,2.0,2.0,6
A3GNQDFPZALU92,"['3R8YZBNQ9HIDG3F1JZTS80RK7OWQ7R', '3F6HPJW4JD0BEZEHPWB34YSYK9R2WR', '3QFUFYSY9YFJ6R793LKRTP3W9K14FV', '358UUM7WRZ3DS4U1WEISDQ1P3A3R7Y', '39K0FND3AHF4EQF7Y9YV1I95YVBAML', '3Q8GYXHFEP2UZYRZQOD0QBO7C3C5CY', '3JBT3HLQF82B01KS2H6MZFU9CLTPZX', '3NXNZ5RS1AX7O4YF2XI6M51VXN579X', '3EF8EXOTT1VIJUWMZTSAAPOLQ6B1JJ', '3KOPY89HM82ETXA1MX6TYI3IORX3JN', '3PDJHANYK5GHZA2THZ16T8ZNLRVH64', '33FOTY3KEMLVBGQGP1BONLBQ0OC1CJ', '3WMINLGALB3R543GLK4HYM4T4HQCAO']",2.3846153846153846,2.6923076923076925,2.769230769230769,2.6153846153846154,2.4615384615384617,2.769230769230769,2.4615384615384617,2.4615384615384617,2.5384615384615383,2.6923076923076925,2.5769230769230766,13
A37IF5AYFHA87H,['3K5TEWLKGVB2AVSEOPRZ5CG1201IVV'],2,3,2,2,2,2,2,2,2,2,2.0,1
A3PY52ERZ3DNJY,"['3W92K5RLWUHQY7XZH585G3CWXAGV5B', '3B2X28YI3WF78XZ7H7RA7XWPQDEB64']",2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2
A11IKOH66UKKBP,"['3F6HPJW4JD0BEZEHPWB34YSYK9D2WD', '3SUWZRL0MYD5F0BRRYT0852ATA6E6M']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A3P1MSKTD4R297,"['3X87C8JFV6BZZ1ZT72R33RNGU22QS7', '35GCEFQ6I5O4TCF54J9FMCR87PZ3ZX', '3NQL1CS15R8O0V7JS7D2R0APSFMYVW']",3.6666666666666665,4.666666666666667,4.666666666666667,4.333333333333333,4.0,3.3333333333333335,3.0,4.333333333333333,5.0,3.3333333333333335,4.166666666666666,3
A394JO4NEPCY3M,"['3DR23U6WE5EBHYM3NB1TJFUODJDETV', '3R3YRB5GRF3NRYKG7BPHSSQZBI5UAQ', '3EKVH9QMEY4C5TEQ816DCA3DDV32D4', '3S0TNUHWKTINR8GFOIFEM1GGZVXD8K', '3Z4AIRP3C6DJEE1BGX7B1YW015P1X8', '3X66WABAJWI42VK0ERLQ15B2W0K3GP', '3KRVW3HTZNL8EM11F9KMMI3BK1LSM2']",2.0,2.142857142857143,2.0,2.0,2.142857142857143,2.0,2.0,2.0,2.0,2.0,2.0,7
A3394SNGRL8D4C,"['33C7UALJVLYTZD038PVJLZF7AXU81N', '3L6L49WXW0XR4UEKX97I7DCJKR754Z', '3JJVG1YBEBXBPTZTCOH5FRIPUHZ5BC']",3.6666666666666665,2.3333333333333335,3.6666666666666665,2.3333333333333335,3.0,2.6666666666666665,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.6666666666666665,3.5,3
A2KAGFQU28JY43,"['3X3OR7WPZZ06PK471ZD25EOL83GL8N', '3K3R2QNK8B39MFABF5BHWXFF51NU9D']",2.0,3.5,3.5,3.5,2.5,2.0,4.0,2.5,2.5,2.5,2.5,2
A1RQUOVV8PCXBM,['3YJ6NA41JBGL0MFOKV30BL6JTNSJPI'],2,4,4,3,4,5,2,3,3,4,3.5,1
APMHXF1RYNL1,"['33LK57MYLT58DT0KUYAGUKZKZ5KZS7', '3ZWFC4W1UU7Q7X97EXG41IE61YGRFW', '3M81GAB8A0J0IFIRWG58D2DGQEFBQQ', '3T111IHZ5EQH6NIUBBGCRMSVY0BR9U']",2.0,2.0,2.0,2.25,2.75,3.0,2.25,2.5,2.0,2.25,2.25,4
AQS3LUWLIDCH5,"['3T3IWE1XG6N0E1C8W2WTDWJ2WMBQTT', '3OS46CRSLFZMHBXDMOIA89QWT6HV6J']",4.0,4.5,4.0,5.0,4.5,5.0,4.0,5.0,5.0,4.0,4.5,2
A2YTGHCG4PJKYW,['32EYX73OY09FQF6X9MB3NIF9BKUURV'],2,3,2,2,2,2,2,2,2,2,2.0,1
AM7Y47LTJKDAN,['3TUI152ZZBNZ5H0ZUJCJ7Q074151QC'],2,5,2,3,2,4,3,3,3,4,3.0,1
AN39ZNNADSWSU,"['3V26SBZTBDE5E5MYPQ4OQDWNMJ6ZZW', '3DQQ64TANGL766FNRUMF0B0RVIUPWA']",2.5,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.5,2.0,2
A2WCCV1W8UE8ED,"['3XUHV3NRVKYLG62FCGR112LNPV5H57', '3KJYX6QCM9BY56CK67CZHDV1FBJVJ5', '3W2LOLRXLBF1NJ1LF871HV6B9UNRKO']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
A15HJCMSNDFMOP,['31LVTDXBL7AC7PJ308J2WVJQYT2LRT'],2,2,2,2,2,2,2,2,2,2,2.0,1
A214JTAHTAWUKA,"['3N1FSUEFL50M87TDCFP15P0BX8K4DL', '3KJYX6QCM9BY56CK67CZHDV1FCEJVQ', '3DBQWDE4Y6YDQ2OQFEME6MIJB8QN50']",2.0,2.6666666666666665,2.0,2.6666666666666665,2.3333333333333335,2.0,2.0,2.6666666666666665,2.0,2.3333333333333335,2.166666666666667,3
A13Q120CSV998D,['3180JW2OT4CH7CX50GUMDF122NX5JO'],2,3,3,2,3,2,3,2,2,3,2.5,1
AKAAWFD8N7N53,"['3PQ8K71NHXK3CP6I168QSRE54EJAAY', '30OG32W0SUBDMLHJQFFHAGOWO0EENF']",3.0,3.5,3.0,3.0,3.0,3.5,2.5,3.5,3.0,3.0,3.0,2
APF1EAZT104LQ,"['3R3YRB5GRF3NRYKG7BPHSSQZBIWAUX', '3SLE99ER0ND9W7JIJCOL4VPKVG7BZP']",2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
AGAZHO3EER6J0,"['3EF8EXOTT1VIJUWMZTSAAPOLQ88J12', '3IAS3U3I0FGJQWG6U5F7HKFDA8Y2B0', '3IAS3U3I0FGJQWG6U5F7HKFDA8X2BZ', '3U5NZHP4LR2P9GKYWV0FZ8Q4GWCHP1']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4
A2WVY1WO8EBV8V,"['36V4Q8R5ZK0W16MON5VHRIOA2EWQM9', '3QY7M81QH7MR50H66U9VCEFB8KL7K1', '3M68NM076H7UO4GWD4D07C1T807R6P']",2.0,2.6666666666666665,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.0,2.0,2.0,2.0,2.0,2.0,3
A1IEAOCJNSPVRX,['3W8CV64QJ2Z4HT4RF64IDIQPBRMH9W'],2,2,2,2,2,2,2,2,2,2,2.0,1
AWBH8AHN105F6,"['3M1CVSFP605VZ5DZQ25CIRTA8X5AQ7', '3MAOD8E57QAMSL80LK59Y59345MXN2']",2.5,3.0,3.0,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2
A1PYMROZ75S4FW,['3JPSL1DZ5SZAW807AADVEXY53MJANL'],3,3,3,3,3,3,4,4,4,3,3.0,1
A2P4ZXMWYVCAWB,['30LB5CDZNCA8CKG8LWRWKET14D10ZL'],5,5,5,5,5,5,5,5,5,5,5.0,1
A1TICE0HGSHQQ7,['3IAEQB9FMEKYH9CXMLVK0HJ2H06DW1'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2B7P6AGJ2J4FH,"['3RGU30DZTA8FFJIBSFB8UHCOOI3MJB', '3XIQGXAUMC8XP0GD5DOK28ND4RPX71', '3TYCR1GOTCJL9G5UAPDFIYLP7BJLZM']",3.0,3.0,3.6666666666666665,2.3333333333333335,2.3333333333333335,2.6666666666666665,2.6666666666666665,2.3333333333333335,3.0,2.3333333333333335,2.6666666666666665,3
AHWU4QX6A5EME,['3NPI0JQDAO5FEPBTWPH4DRTSRQKTP0'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1C9RRNI2QB9IB,['3IO1LGZLK9XO6Z10EV70GV6OI8D86O'],4,4,3,3,3,3,4,2,2,3,3.0,1
A2LLCKZ1G0JG5E,"['388U7OUMF71ZATUHBFXJYBR2VW6R07', '34FNN24DCM9721S4MGVPN2GQFQTY5W', '3LYA37P8IQNE7CKWJBLBHG17R7VKBD', '3CTOC39K37QWUGBOO99JBZFYTTIJ77', '3TU5ZICBRD1HGHKKT4LYM0NFI9G8QC', '30JNVC0OR9KA9SLDW8F4ZDGELQSQHR', '3VHHR074H3H2P6ZORULWRESQXHA7LI']",2.5714285714285716,2.5714285714285716,2.7142857142857144,2.5714285714285716,2.4285714285714284,2.5714285714285716,2.5714285714285716,2.5714285714285716,2.4285714285714284,2.5714285714285716,2.5714285714285716,7
A260POHT3YB1L0,"['3RYC5T2D73T2YAY1S0C9DCSA34RPRL', '3RU7GD8VPOTEZPYE7PCE3MX6P5YPSV']",3.0,2.5,2.0,3.0,2.5,2.5,2.5,3.0,3.0,3.0,2.75,2
A31EI07AMHO3MA,['37Q970SNZE8BIXFCMN1O2QF8MQ61SJ'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2FPJM7I9VHXPT,"['3E47SOBEYQW6BMMEX8WUFKSCHOHCIC', '33F859I566DN5MJODQIE4OLFZQVBH4', '3LUY3GC63Z0SGREMJME38V1A2RHP74']",3.0,2.3333333333333335,2.6666666666666665,3.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,3.0,3.3333333333333335,3.0,2.833333333333333,3
AJ7MWBQFNH3E4,"['3FTF2T8WLRIMEJZGA5QIEL0CQE19WO', '3IKZ72A5B4G5SZHFLQZNSY9W02HFNO', '3GNA64GUZE4YTZ1IV6EVAGDOGLMQ53', '39GAF6DQWR0RAPWGGI6TDDZFLTA1VW', '3OE22WJIGIOFEERXW7M3IS54FYSUQU']",2.0,2.2,2.2,2.0,2.0,2.0,2.2,2.0,2.2,2.2,2.1,5
ASUYD8BPYM85M,['3ZWFC4W1UU7Q7X97EXG41IE61Y4FR8'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1EL3FI6DJV5WR,['3WI0P0II61ST9DVBNRLEDIBLPMIDRR'],3,2,3,3,3,5,3,3,3,2,3.0,1
A1NV1FM492R9PR,['3EJPLAJKEMG3QV2NNL7DTF3SHF26Z5'],2,3,2,2,2,2,2,2,2,2,2.0,1
A2U6Y560JU2CF1,"['3SKEMFQBZ35V5EMPGZ11QEB6J2YK84', '3SITXWYCNV9KRCJ3IU007A99NHTBXE']",3.5,5.0,5.0,5.0,5.0,5.0,5.0,4.5,3.5,2.5,5.0,2
A226PPE8EN1W8M,['358010RM5ETZ0QH9NBR08M3GQA5XV4'],5,5,5,5,5,5,5,5,5,5,5.0,1
A1EANHB3WAIFA1,['3KAKFY4PGU2IYMQV4FLTMHOIBGJI39'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3P86OK72F8M99,['3DIP6YHAPCSSJEUFKDQYSJY1Z5W8E2'],2,4,4,3,3,5,2,2,3,2,3.0,1
A1E7ZRDERR6Y1Q,"['3VSOLARPKB9PNLXS0LFG9OPFSNP934', '3RKNTXVS3MYOA0Q1S5YZFOS5C50A42']",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2
A2BK45LZGGWPLX,['3PZDLQMM0TL2018C85B2S4LVSSAC2R'],2,2,2,2,2,2,2,2,2,2,2.0,1
A2SMIHP3I6PKL8,['3JMSRU9HQIUQUQQSS618KXI9A2HEVV'],5,5,5,5,5,5,5,5,5,5,5.0,1
A1WRNCU7LFNGRV,"['3SLE99ER0ND9W7JIJCOL4VPKVGJZBP', '33OOO72IVHLWK02PRKVYTRULS5WCTS', '3WAKVUDHUWG58WMI08DXI1O9A8DU79', '3OXV7EAXLEQ252VU2EC4PEYD2KX36Z']",2.0,2.0,2.5,2.0,2.25,2.5,2.0,2.25,2.0,2.25,2.125,4
A1JPFK0JQLTJTC,['32M8BPYGATMJSY2JZUSD5BDRFHDGIW'],2,3,3,3,3,3,4,3,5,4,3.0,1
A1MAAPY9K1G1YR,['3ERET4BTVM9VJJ5ZLR7FQA6H37R9KR'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1DUPOUC9RNU4L,['3U5NZHP4LR2P9GKYWV0FZ8Q4GUFPH8'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1SGL0PAOYW7U7,['32SCWG5HIH49CR0H0C9B2H1E7H56PW'],2,3,3,3,3,2,2,2,2,3,2.5,1
A3MR4NQ3RHAMWF,"['33LKR6A5KEKCXXSRBN6ECVBUO9OT14', '3NC5L260MOMNAKHRM5Z07N91QBWFOB', '3HPZF4IVNMTS1M1J1QIX18M078MCYR']",2.0,2.0,2.0,2.0,2.0,2.3333333333333335,2.0,2.0,2.0,2.0,2.0,3
ARQ3Y4VCYDMCK,['3VHP9MDGRNKM1VKOW0Q9CNFK1XSCFQ'],2,4,3,2,2,3,2,2,2,2,2.0,1
AYT6G75JNE3OH,['3K5TEWLKGVB2AVSEOPRZ5CG12VPIV9'],5,5,5,5,5,5,5,5,5,5,5.0,1
A30H28F41UBJGK,['3TS1AR6UQQEGPEPS5JIYW1N60NDF7E'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3PCPPILTDYR1P,['39N5ACM9HENWUA2FYJCNMRSGXHXP98'],3,2,3,3,4,3,3,2,2,2,3.0,1
A3DCOLZ9ZS6115,['35LDD5557A4AQ3OTA0BKVWC1360MK5'],3,3,3,5,3,2,4,4,4,2,3.0,1
A37HYKTBF03Y4H,"['3YWRV122CSZ98AR1AD53W1K4LT28UV', '3634BBTX0OUDEY6OOAMVNQDFE22FIL']",3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2
A2J8UU79144B7F,['354GIDR5ZB6BAZAIH2E4EFQFM6A00L'],2,3,2,2,2,2,2,3,2,2,2.0,1
A78YO84WC60XI,"['3C6FJU71TQTONGIJNH3XVE86E8ZYUT', '3BF51CHDTVAMLZGEFALPK7PW8OJH0D']",4.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,3.5,3.5,3.5,2
A2OVWP8TG1G8AX,['3SNVL38CI4SXHHC2XBH6S07P9SUCKB'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3R9AQFDIBMT2Q,"['3GGAI1SQEVYS75C5INUM7DZTYXXCMO', '3FDJT1UU748CIW3NI1UYEU1FHCFK5K']",2.0,2.5,2.0,2.5,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2
A31VJO7VTSJ3N4,['3TVSS0C0E105YY8U8BVZ5L1OKLHTWL'],3,3,3,3,3,3,3,3,3,4,3.0,1
A3OP9SCMH0KPJL,['308Q0PEVB8D4DOFBLOM3DUR4B49I9Y'],5,3,5,5,3,3,3,4,4,4,4.0,1
A2PGOUSDGWO27J,['3QILPRALQ5VWDK7SDCTHI6SADWE8N6'],5,4,5,5,5,5,5,5,5,5,5.0,1
A4LODOUXKNZY0,['3LWJHTCVCCMQVWU71IR4WS415C5FQA'],5,4,5,5,2,5,5,5,5,2,5.0,1
A15IZ6OUUUTCME,['3B837J3LDOWZB2ETKHG38HXLQO1SR7'],2,3,2,2,2,2,2,2,2,2,2.0,1
A8E99XNOTT390,['33FOTY3KEMLVBGQGP1BONLBQ0NWC1C'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2HRRTRJQZTY9I,"['3M23Y66PO276PJG9STD5XM6PU11S6N', '3OJSZ2ATDSWONHW3Z75PAPWTBSF57Z']",2.0,3.5,2.5,2.0,2.5,2.5,3.0,2.5,2.0,2.0,2.5,2
A2VX8PH465EMTZ,"['3JAOYWH7VI463PNH6RJG5AJWS7W9LU', '37WLF8U1WPQ81031NK4360FFD6KK6S']",4.0,2.0,2.5,4.5,3.5,4.5,3.0,3.5,3.0,3.5,3.5,2
A369C10QY0V24K,['3HVVDCPGTES9N33UNCDNQIM4VUNYTX'],3,3,4,3,4,3,4,3,4,3,3.0,1
A1NWZ1M1VI0V4Q,['3JAOYWH7VI463PNH6RJG5AJWSAWL9C'],2,3,3,2,3,3,3,2,2,2,2.5,1
A2DLR9LV0DYH9H,['3JW0YLFXRTGXQFCO3G0AS58NOGCWWT'],2,4,4,3,2,2,2,2,2,2,2.0,1
A3CR9XJAL7U5JW,['3MYYFCXHJ37PKR34E5Q9BA38A0D4G8'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1RI7QA7FX6I6I,['3O7L7BFSHEPL8K6STZ2P58SF20PEI2'],5,5,5,5,5,5,4,5,5,5,5.0,1
A1E8UHTVL7X3IT,['3XIQGXAUMC8XP0GD5DOK28ND4QI7X2'],3,5,5,5,5,5,4,3,2,3,4.5,1
A366P19UT49WP6,['33LKR6A5KEKCXXSRBN6ECVBUO8VT19'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1JLZ5RDZ2Z4M,['3VFJCI1K4ZZWLX52PHMMJ3EI2CLRGY'],3,3,3,3,3,3,3,3,3,3,3.0,1
A14QGS6XH65BGQ,"['388U7OUMF71ZATUHBFXJYBR2VXI0RU', '36TFCYNS44AUIPMPIMAWTLC7IVVXHF']",3.5,3.5,3.5,3.5,3.5,3.5,4.0,3.5,3.5,3.5,3.5,2
A2VZ1F4JYSJW8Y,['3AAPLD8UCCHN18D5DC9Z4IR15ZUTHF'],2,3,5,2,2,3,4,3,2,2,2.5,1
A1WFL9ZZCFL6LW,['3CFJTT4SXTQ0Z5RI6ROJZY0YGDO7IC'],2,4,5,2,2,2,2,2,2,2,2.0,1
AFIB5BRZVGGCT,['3AMW0RGHOD2HJC69ZTVS4SN026QPNJ'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3PIRKF57QSWMS,['3N2BF7Y2VQUJODNL4F8NI4W9BSIHMO'],5,4,4,3,4,4,4,5,5,3,4.0,1
AE0V90AMSST8O,['3WI0P0II61ST9DVBNRLEDIBLPKERDX'],2,4,3,3,3,3,2,3,4,3,3.0,1
A2XY6KDQKMSL9D,['3IXQG4FA2TYUQG15FEUMR7NRGEMB9F'],2,2,2,2,3,2,2,2,2,2,2.0,1
A2ZMFEMAI9NIA9,['345LHZDEDXSN7DLVYWA75KCT5A83U2'],2,2,2,2,2,2,2,2,2,2,2.0,1
A22CL4GL9WCX6B,['3R5F3LQFV2KTF18RNHT7AFPJ2HTZOO'],5,5,5,5,5,5,5,5,5,5,5.0,1
A4GXHVTRGW5P8,['3IX2EGZR7BJ6CZV3XN7PGG6YU4YRJY'],2,2,2,2,2,2,2,2,2,2,2.0,1
AJTPDPN27UCUS,['3018Q3ZVOIQVB6SZ3HUCNH3F4IRARQ'],2,3,3,3,3,2,2,2,2,2,2.0,1
AYJGJAIY0EXW,['30MVJZJNHMD08ZZH3673PV64OJZJ9C'],2,2,2,2,2,2,2,2,2,2,2.0,1
A1WSCVDXUT973N,['3A7Y0R2P2OOQ9VHF6MDH5YSMVLJJXM'],3,3,3,2,3,2,2,3,2,3,3.0,1
A3JNSBGUKVX3D7,['3XCC1ODXDLBNYMZGSDRYDHIK8ZURQT'],2,2,2,2,2,2,2,2,2,2,2.0,1
AWKP0M7G5BBCC,['3ZPPDN2SLVWSXJDPP5WCSFTCJA69EI'],5,5,5,5,5,5,5,5,5,5,5.0,1
A3SHFOPG16PGNX,"['3JWH6J9I9SDFFI5ZGODR98IBL33NBQ', '3K3R2QNK8B39MFABF5BHWXFF50AU9Y']",2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
A9VK6DKXQWNVB,['3XM0HYN6NKZDP6TW6US9E5TROEDEP7'],2,2,2,2,3,2,2,2,2,2,2.0,1
A1O2W62UGPV9TE,['3OB0CAO74HPJIUCZNIWYCZJGKZKYHD'],2,2,2,2,2,2,2,2,2,2,2.0,1
A3IQ9V1JSB2RJO,['3TMSXRD2X604PEWL6SBPZFITS2DW12'],3,5,4,4,5,3,2,3,3,2,3.0,1
AQV1A1B6G2S6M,['3HMVI3QICJS8EJRLLTTDKC393AE1Y7'],2,5,5,5,5,5,5,2,2,2,5.0,1
AVGVRUR3D7U37,['32ZKVD547FN8BECPY5TC0UK5GNRB3F'],2,3,3,3,3,2,2,3,2,2,2.5,1
A16QTAQEEQ333L,['3KXIR214I4GZ5XVXFQ5K96970FR242'],3,5,5,3,5,4,4,5,3,2,4.0,1
A3F7G1FSFWQPLE,['3DR23U6WE5EBHYM3NB1TJFUODH5TEY'],2,3,2,3,2,3,4,3,2,2,2.5,1
A3SUKGEXI5GSGT,['3KJYX6QCM9BY56CK67CZHDV1FBEJVO'],3,3,2,4,2,2,3,2,2,2,2.0,1
A1P5A9KCO7WQZE,['3EKVH9QMEY4C5TEQ816DCA3DDTR2DO'],3,3,3,3,3,3,3,4,2,2,3.0,1
A3FLT68JO7DMT2,['3ITXP059PWJIDEVGCC7U6QBUG6KSJQ'],5,5,5,5,5,5,5,5,5,5,5.0,1
A2Q3GA2XN36PSX,['3QEMNNSB2XZJRUBWEDN881KLO9O7DK'],5,5,5,5,5,5,5,5,5,5,5.0,1
A26XKKL2XS7KL4,['3K4J6M3CXET4MGJLN600ODP829WAGA'],4,4,4,3,3,4,3,2,3,3,3.0,1
